,I,II,v1,v2,v3,v4,v5,v6
330,-82,-64,-36,-144,-46,-23,80,-42
331,-84,-65,-31,-146,-41,-21,72,-52
332,-79,-67,-32,-138,-34,-31,73,-52
333,-86,-72,-36,-135,-39,-32,74,-54
334,-89,-68,-40,-137,-38,-28,73,-58
335,-89,-67,-31,-136,-43,-28,81,-54
336,-81,-63,-28,-135,-45,-22,89,-51
337,-75,-53,-26,-133,-42,-21,87,-46
338,-72,-60,-33,-134,-44,-20,86,-48
339,-73,-74,-32,-137,-42,-33,87,-49
340,-79,-70,-28,-132,-40,-27,82,-48
341,-85,-60,-25,-127,-41,-22,88,-51
342,-84,-61,-24,-130,-36,-19,84,-59
343,-85,-67,-22,-131,-39,-22,78,-53
344,-76,-62,-32,-137,-41,-28,80,-55
345,-79,-66,-38,-141,-47,-34,78,-55
346,-77,-69,-44,-143,-54,-41,73,-57
347,-81,-65,-45,-144,-56,-42,73,-69
348,-80,-69,-49,-140,-43,-43,67,-61
349,-81,-69,-44,-132,-39,-40,72,-54
350,-80,-62,-42,-134,-38,-32,76,-65
351,-84,-72,-31,-132,-33,-32,74,-61
352,-83,-76,-18,-128,-40,-34,77,-60
353,-88,-69,-23,-131,-55,-46,72,-71
354,-93,-80,-26,-145,-58,-46,58,-77
355,-88,-82,-26,-143,-60,-48,57,-74
356,-86,-79,-25,-147,-58,-60,56,-82
357,-91,-92,-17,-141,-56,-58,56,-81
358,-94,-92,-22,-134,-50,-56,58,-79
359,-86,-92,-20,-132,-42,-54,67,-72
360,-83,-92,-22,-129,-46,-46,65,-72
361,-77,-74,-17,-133,-41,-51,64,-68
362,-79,-78,-17,-142,-36,-48,73,-66
363,-72,-77,-26,-140,-43,-49,79,-67
364,-71,-77,-23,-138,-49,-51,71,-78
365,-79,-79,-14,-135,-44,-39,65,-69
366,-78,-83,-16,-138,-30,-40,61,-71
367,-77,-90,-10,-139,-28,-49,54,-76
368,-74,-91,-9,-147,-38,-51,58,-88
369,-71,-85,-8,-137,-46,-54,57,-89
370,-67,-95,0,-136,-46,-56,49,-86
371,-58,-96,-7,-148,-51,-65,53,-78
372,-57,-86,-14,-157,-61,-64,56,-79
373,-55,-84,-1,-147,-52,-59,54,-78
374,-48,-82,-4,-143,-48,-57,59,-83
375,-45,-83,-12,-147,-47,-57,53,-87
376,-50,-85,-13,-147,-44,-57,55,-90
377,-37,-77,-11,-143,-34,-61,62,-82
378,-31,-68,3,-127,-33,-62,67,-89
379,-43,-72,4,-115,-31,-56,67,-89
380,-46,-87,0,-126,-33,-58,54,-89
381,-41,-90,-8,-126,-38,-64,48,-95
382,-42,-86,-7,-125,-54,-60,52,-97
383,-40,-76,-2,-116,-45,-50,61,-87
384,-36,-80,-3,-117,-38,-56,62,-88
385,-25,-79,-3,-115,-33,-58,61,-83
386,-32,-72,-2,-116,-23,-59,65,-79
387,-44,-62,-5,-108,-17,-48,64,-80
388,-37,-60,9,-95,-12,-44,58,-78
389,-32,-65,7,-99,-13,-49,51,-90
390,-36,-61,0,-103,-13,-60,48,-96
391,-27,-65,1,-103,-13,-59,55,-81
392,-28,-61,8,-110,-12,-52,67,-82
393,-22,-47,11,-108,-8,-42,71,-76
394,-28,-62,13,-114,-20,-41,66,-75
395,-25,-69,12,-108,-20,-49,70,-73
396,-32,-74,18,-112,-11,-56,66,-78
397,-35,-77,19,-111,-3,-53,62,-79
398,-36,-69,27,-100,-8,-59,67,-82
399,-37,-75,23,-108,-14,-62,59,-81
400,-33,-77,21,-117,-15,-72,54,-79
401,-29,-69,13,-122,-19,-76,57,-78
402,-33,-65,10,-132,-12,-81,59,-81
403,-28,-53,15,-128,-6,-72,59,-76
404,-37,-50,16,-131,-16,-70,55,-74
405,-37,-50,21,-124,-15,-67,59,-71
406,-34,-48,23,-117,-4,-67,59,-72
407,-31,-46,26,-114,8,-70,53,-67
408,-27,-40,38,-109,10,-76,61,-67
409,-21,-32,33,-120,-4,-80,55,-65
410,-27,-37,33,-124,-8,-88,55,-57
411,-17,-47,28,-134,-14,-90,56,-55
412,-21,-45,33,-145,-1,-89,70,-59
413,-20,-46,29,-140,7,-75,71,-52
414,-38,-48,31,-142,-11,-68,73,-57
415,-40,-61,47,-138,-7,-71,81,-52
416,-36,-58,49,-121,6,-90,69,-49
417,-34,-41,49,-117,5,-91,64,-55
418,-31,-30,40,-110,8,-94,67,-60
419,-24,-48,32,-130,-8,-116,47,-50
420,-23,-44,12,-155,-38,-135,34,-51
421,-23,-46,3,-167,-60,-148,28,-64
422,-35,-56,-9,-188,-37,-175,22,-71
423,-28,-40,-9,-190,-38,-163,25,-49
424,-9,-28,-17,-198,-25,-164,29,-32
425,2,-37,-17,-198,-26,-176,32,-29
426,3,-45,-32,-211,-26,-182,23,-20
427,1,-67,-46,-223,-44,-212,12,-34
428,10,-59,-40,-231,-45,-226,17,-17
429,27,-32,-51,-246,-52,-223,19,-3
430,27,-22,-58,-239,-37,-206,34,4
431,31,-35,-49,-231,-29,-183,64,16
432,24,-39,-38,-233,-19,-164,76,4
433,7,-70,-41,-215,-17,-162,57,-4
434,7,-90,-62,-223,-22,-153,45,-12
435,1,-95,-55,-226,-20,-172,37,-39
436,-8,-92,-54,-220,-42,-194,13,-43
437,-22,-101,-48,-232,-68,-209,-2,-51
438,-27,-110,-30,-224,-64,-219,5,-41
439,-47,-123,-33,-228,-77,-240,-4,-61
440,-53,-130,-36,-228,-86,-251,-21,-71
441,-69,-139,-31,-227,-79,-255,-28,-83
442,-82,-142,-38,-226,-78,-265,-43,-80
443,-89,-139,-31,-232,-90,-274,-54,-94
444,-93,-153,-15,-224,-95,-277,-61,-87
445,-108,-148,-17,-223,-111,-271,-57,-97
446,-104,-164,-4,-230,-122,-271,-58,-89
447,-125,-185,-13,-220,-129,-281,-65,-98
448,-131,-195,-8,-226,-133,-288,-62,-98
449,-135,-189,1,-214,-125,-288,-54,-109
450,-146,-194,11,-195,-112,-293,-63,-104
451,-144,-205,26,-205,-96,-298,-78,-104
452,-163,-198,24,-203,-101,-291,-75,-104
453,-157,-194,35,-213,-111,-305,-91,-126
454,-152,-199,49,-193,-129,-297,-99,-123
455,-175,-196,45,-188,-162,-289,-88,-132
456,-169,-214,48,-193,-171,-305,-95,-128
457,-164,-210,45,-182,-184,-323,-85,-113
458,-159,-221,31,-191,-184,-334,-81,-133
459,-163,-232,65,-170,-165,-335,-82,-119
460,-163,-236,70,-157,-152,-338,-78,-110
461,-162,-236,83,-157,-153,-355,-111,-127
462,-170,-244,94,-132,-150,-332,-109,-107
463,-184,-236,103,-148,-146,-331,-101,-135
464,-179,-230,119,-135,-124,-331,-101,-128
465,-197,-237,123,-142,-133,-325,-118,-129
466,-213,-255,99,-145,-133,-345,-133,-135
467,-223,-232,126,-136,-140,-346,-115,-155
468,-204,-214,79,-149,-89,-326,-163,-150
469,-161,-210,105,-94,-35,-312,-143,-151
470,-176,-201,112,-112,-25,-239,-79,-129
471,-156,-194,137,-64,30,-259,-64,-145
472,-135,-209,217,-32,12,-195,-47,-91
473,-136,-185,224,29,64,-113,6,-97
474,-96,-202,258,166,188,28,38,-75
475,-80,-127,287,294,359,133,153,9
476,-105,-22,304,422,472,324,290,55
477,-66,12,351,534,602,473,324,98
478,-4,36,307,596,576,607,455,117
479,10,81,314,543,564,646,509,177
480,68,94,262,552,468,699,599,191
481,49,143,203,462,375,717,640,280
482,89,181,147,330,215,695,672,333
483,60,176,44,125,32,655,702,315
484,123,163,-104,-107,-171,541,651,289
485,127,154,-200,-328,-355,363,586,241
486,164,112,-308,-412,-534,173,474,217
487,165,63,-310,-479,-613,-17,322,179
488,132,9,-268,-501,-681,-265,134,61
489,82,-28,-342,-547,-786,-468,-48,-64
490,43,-100,-375,-636,-944,-651,-236,-186
491,-57,-117,-451,-788,-1150,-778,-343,-250
492,-121,-121,-495,-961,-1296,-947,-499,-344
493,-171,-157,-556,-989,-1336,-974,-542,-345
494,-181,-156,-572,-1010,-1274,-1000,-563,-382
495,-144,-164,-584,-923,-1131,-920,-540,-387
496,-115,-169,-594,-862,-963,-831,-484,-395
497,-99,-163,-582,-771,-877,-745,-421,-368
498,-137,-143,-495,-749,-767,-683,-396,-372
499,-134,-116,-466,-660,-652,-602,-333,-316
500,-102,-83,-383,-603,-476,-480,-292,-286
501,-42,-48,-337,-487,-395,-424,-206,-237
502,-28,5,-284,-428,-265,-325,-114,-161
503,20,14,-238,-335,-201,-264,-26,-76
504,22,63,-197,-245,-138,-199,34,-67
505,79,51,-102,-184,-66,-123,77,9
506,87,63,-64,-141,29,-101,126,-24
507,85,18,-28,-123,43,-102,114,-27
508,47,4,-17,-133,46,-98,137,-33
509,51,-18,-3,-152,51,-86,126,-35
510,18,-25,-25,-166,49,-82,127,-35
511,13,-49,3,-184,65,-77,122,-54
512,-9,-51,-12,-175,82,-99,130,-47
513,-30,-75,14,-187,100,-112,104,-77
514,-28,-68,13,-146,92,-106,100,-58
515,-33,-52,26,-140,84,-111,91,-90
516,-35,-71,55,-112,81,-117,82,-84
517,-52,-72,54,-127,70,-104,71,-89
518,-60,-65,68,-111,68,-103,84,-68
519,-84,-66,55,-115,55,-64,72,-80
520,-92,-80,40,-120,61,-79,69,-91
521,-115,-98,38,-121,51,-75,54,-123
522,-113,-110,26,-116,49,-98,43,-119
523,-123,-127,37,-120,54,-115,32,-128
524,-124,-130,39,-112,52,-129,27,-125
525,-112,-106,51,-110,46,-140,29,-133
526,-117,-116,73,-94,53,-129,40,-110
527,-115,-87,64,-97,48,-127,44,-103
528,-97,-97,74,-98,55,-108,35,-85
529,-99,-114,56,-101,44,-105,43,-93
530,-108,-108,52,-110,45,-119,40,-97
531,-114,-111,67,-94,53,-102,40,-90
532,-102,-111,55,-83,55,-99,37,-97
533,-99,-117,63,-82,49,-99,39,-88
534,-101,-126,63,-78,59,-102,51,-91
535,-88,-119,73,-77,65,-115,47,-93
536,-86,-116,75,-80,52,-103,56,-95
537,-83,-111,67,-83,54,-102,56,-94
538,-81,-115,52,-80,50,-100,38,-85
539,-83,-116,58,-85,51,-96,43,-86
540,-83,-102,68,-78,69,-87,61,-83
541,-82,-110,71,-75,68,-82,58,-83
542,-75,-119,72,-71,60,-78,58,-91
543,-74,-121,69,-68,51,-94,64,-92
544,-80,-114,57,-68,47,-99,57,-95
545,-84,-96,57,-72,57,-102,61,-85
546,-71,-89,50,-71,65,-96,61,-84
547,-63,-87,47,-73,67,-90,48,-91
548,-68,-81,30,-82,56,-90,47,-97
549,-62,-87,27,-87,53,-99,38,-93
550,-61,-91,31,-81,49,-89,41,-95
551,-79,-88,34,-79,41,-82,45,-104
552,-74,-90,38,-69,39,-90,41,-102
553,-74,-86,38,-66,38,-87,42,-91
554,-66,-79,37,-81,44,-82,50,-98
555,-64,-79,36,-85,33,-88,52,-98
556,-65,-80,26,-82,18,-78,56,-94
557,-57,-83,20,-90,22,-82,59,-97
558,-49,-83,18,-91,24,-79,58,-92
559,-52,-83,22,-79,39,-72,66,-92
560,-52,-75,28,-62,44,-57,68,-98
561,-48,-71,33,-51,46,-50,72,-96
562,-43,-77,28,-49,42,-43,65,-105
563,-54,-88,22,-62,30,-58,56,-108
564,-58,-82,11,-72,29,-67,64,-106
565,-48,-76,8,-72,44,-69,61,-100
566,-41,-63,10,-72,37,-72,68,-101
567,-54,-55,14,-73,29,-58,82,-103
568,-62,-62,23,-52,39,-50,78,-84
569,-54,-67,16,-62,47,-46,87,-77
570,-44,-53,12,-66,38,-32,99,-77
571,-47,-51,11,-59,46,-30,97,-78
572,-42,-54,-1,-55,49,-27,91,-78
573,-33,-52,-12,-57,36,-32,97,-83
574,-45,-59,-10,-57,37,-32,90,-88
575,-53,-47,-8,-67,32,-22,92,-76
576,-49,-49,-10,-65,39,-22,96,-79
577,-50,-69,-14,-56,43,-22,92,-83
578,-50,-63,-29,-76,28,-27,95,-93
579,-58,-65,-28,-71,21,-26,95,-94
580,-45,-71,-12,-55,23,-26,84,-80
581,-33,-58,-15,-66,23,-29,92,-77
582,-32,-42,-27,-71,29,-31,102,-77
583,-21,-32,-21,-62,37,-35,109,-60
584,-12,-20,-16,-59,45,-15,115,-57
585,-21,-25,-28,-55,38,-9,114,-65
586,-16,-31,-33,-53,40,-3,106,-69
587,-3,-28,-31,-58,49,-11,106,-65
