,I,II,v1,v2,v3,v4,v5,v6
121,-9,-22,22,-15,-15,3,0,-12
122,-11,-20,8,-23,-15,-1,-5,-19
123,-22,-30,6,-29,-9,5,-11,-21
124,-25,-21,12,-16,-2,1,-3,-11
125,-17,-6,17,-18,11,2,9,-2
126,-20,0,27,-14,11,11,14,-3
127,-28,3,23,-3,6,11,16,-2
128,-26,-10,29,-11,1,13,8,-3
129,-26,-22,20,-23,-9,5,-4,-14
130,-33,-23,8,-30,-18,2,-8,-15
131,-31,-28,3,-30,-11,8,-8,-16
132,-33,-25,9,-26,-8,6,-5,-20
133,-35,-17,19,-17,-8,8,-5,-17
134,-38,-27,18,-16,-1,8,-10,-22
135,-43,-31,11,-12,-4,10,-5,-25
136,-39,-24,10,-13,-9,12,-5,-28
137,-30,-16,17,-17,-4,9,-15,-24
138,-21,-6,11,-13,-9,7,-9,-13
139,-15,-10,0,-21,-15,0,-5,-11
140,-22,-21,-1,-24,-13,1,-5,-11
141,-29,-14,4,-25,-12,4,-3,-16
142,-26,-13,16,-25,-5,0,-1,-21
143,-25,-13,14,-25,-5,4,0,-11
144,-28,-14,8,-32,-6,11,-5,-11
145,-34,-20,14,-30,-14,2,-5,-17
146,-34,-22,13,-32,-25,-1,-7,-17
147,-35,-18,6,-38,-25,-1,-11,-16
148,-32,-21,3,-39,-19,-11,-11,-11
149,-35,-23,11,-36,-16,-7,-5,-9
150,-38,-6,22,-23,-11,-1,1,-5
151,-35,-11,18,-22,-9,8,9,-3
152,-36,-26,19,-30,-9,20,5,-6
153,-36,-30,12,-33,-12,13,-1,-16
154,-33,-22,1,-38,-26,2,-6,-18
155,-23,-14,1,-35,-29,-2,-9,-10
156,-20,-19,-4,-35,-23,-12,-18,-16
157,-23,-24,-4,-44,-31,-11,-19,-21
158,-31,-21,-3,-39,-27,-7,-7,-14
159,-26,-21,0,-36,-21,-11,-12,-6
160,-24,-21,5,-38,-26,-6,-4,-12
161,-39,-24,8,-34,-29,1,5,-15
162,-38,-26,19,-26,-26,0,4,-6
163,-28,-18,23,-26,-21,0,7,-4
164,-24,-24,34,-26,-19,9,4,0
165,-22,-29,26,-33,-29,7,5,-6
166,-30,-30,18,-40,-34,4,-1,-9
167,-25,-35,16,-37,-30,-5,-8,-6
168,-25,-30,4,-39,-29,-10,-15,-15
169,-41,-22,8,-35,-26,0,-8,-19
170,-39,-16,15,-23,-20,0,-4,-17
171,-18,-12,23,-20,-13,6,-13,-6
172,-25,-17,26,-29,-17,13,-5,-13
173,-42,-28,14,-32,-32,5,-7,-21
174,-40,-37,15,-32,-43,-7,-13,-14
175,-32,-27,11,-38,-29,-4,-7,-16
176,-24,-18,11,-36,-23,-3,-8,-12
177,-22,-16,21,-26,-22,7,-1,-10
178,-24,-19,34,-26,-22,18,0,-12
179,-4,-24,31,-31,-33,6,-9,-6
180,-12,-30,19,-42,-46,12,-8,-18
181,-29,-25,14,-40,-42,7,-13,-26
182,-21,-19,15,-30,-33,-2,-17,-24
183,-15,-9,16,-27,-25,3,-14,-23
184,-19,-3,20,-28,-20,0,-12,-30
185,-26,-12,24,-28,-22,7,-8,-25
186,-31,-11,24,-26,-27,17,3,-18
187,-21,-6,23,-34,-18,12,-3,-15
188,-14,-4,26,-34,-32,10,0,-7
189,-25,0,18,-22,-30,12,13,-16
190,-25,-3,30,-12,-20,11,-2,-14
191,-9,14,35,-14,-19,16,1,-10
192,-17,16,23,-26,-19,22,1,-21
193,-25,2,21,-32,-23,25,-10,-11
194,-18,13,10,-34,-24,20,-2,-8
195,-15,14,1,-30,-20,13,-13,-13
196,-15,5,4,-37,-21,7,-18,-16
197,-20,10,3,-37,-30,9,-3,-25
198,-25,1,20,-24,-24,5,-3,-16
199,-19,-6,26,-31,-21,11,-5,-5
200,-21,1,19,-41,-30,15,2,-10
201,-28,-5,12,-38,-28,8,3,-14
202,-19,-5,10,-37,-36,12,-1,-7
203,-8,9,15,-34,-33,12,0,-15
204,-15,6,15,-37,-31,12,-11,-22
205,-15,6,11,-43,-41,21,-12,-11
206,-23,6,13,-40,-33,14,-6,-17
207,-30,-4,20,-36,-28,5,-10,-20
208,-26,-2,20,-37,-33,4,-7,-21
209,-32,-5,10,-32,-33,6,-6,-28
210,-29,-15,14,-34,-38,0,-18,-23
211,-16,-5,19,-47,-37,-5,-18,-14
212,-20,6,17,-45,-31,-6,-1,-10
213,-15,12,18,-43,-28,0,3,-5
214,-16,7,27,-43,-31,9,0,0
215,-26,0,16,-38,-38,10,-5,-10
216,-27,-2,14,-41,-35,11,-18,-12
217,-28,-4,19,-36,-25,10,-13,-15
218,-26,2,17,-34,-25,2,-9,-30
219,-22,4,23,-37,-29,10,-16,-20
220,-26,-4,27,-40,-31,2,-13,-12
221,-23,-8,11,-43,-43,-16,-14,-17
222,-23,-13,10,-43,-48,-14,-20,-16
223,-23,-7,17,-37,-34,-3,-12,-19
224,-23,0,18,-37,-33,-2,-8,-16
225,-23,-7,28,-35,-30,6,-11,-8
226,-24,-2,32,-23,-22,9,-5,-4
227,-24,9,30,-23,-19,5,0,-2
228,-22,7,40,-28,-19,15,0,-8
229,-17,12,30,-25,-22,9,-4,-12
230,-20,8,18,-37,-23,0,-17,-15
231,-23,-2,21,-40,-32,3,-19,-13
232,-26,2,20,-35,-30,-5,-13,-12
233,-27,2,27,-40,-18,2,-13,-10
234,-17,-2,33,-33,-22,7,-4,-3
235,-7,0,31,-28,-22,-5,-3,-2
236,-16,-3,32,-35,-26,-2,-10,-3
237,-20,0,24,-31,-33,0,-4,-2
238,-19,4,27,-28,-31,2,-5,-5
239,-18,6,36,-29,-28,10,-12,-4
240,-12,5,29,-29,-26,4,-8,-2
241,-11,-5,18,-27,-24,2,-3,-3
242,-13,-6,19,-26,-25,6,-3,-2
243,-9,-4,22,-23,-18,7,-4,-5
244,-11,-3,23,-19,-24,5,-7,-4
245,-5,-1,25,-16,-27,7,-8,-2
246,-6,-2,27,-11,-19,4,-3,-2
247,-7,0,25,-10,-17,6,-3,0
248,-6,4,28,-2,-17,12,-1,1
249,-7,2,22,-5,-17,10,0,1
250,-8,0,19,-13,-16,4,-1,4
251,-8,4,21,-11,-16,7,0,4
252,-11,8,22,-11,-15,9,4,7
253,-8,9,20,-12,-12,12,6,13
254,-8,-2,28,-12,-13,15,3,12
255,-7,-5,30,-10,-13,6,1,6
256,-6,0,31,-5,-11,1,-3,8
257,-8,1,20,-5,-14,2,-6,15
258,-6,5,12,-13,-9,6,-5,11
259,-5,10,10,-17,-16,8,-4,6
260,-1,11,19,-15,-16,4,3,19
261,0,8,13,-9,-14,10,5,20
262,-10,1,19,-5,-20,13,4,14
263,-13,-3,27,2,-9,15,7,13
264,-15,-2,32,19,-1,19,4,13
265,-17,6,31,26,6,28,13,15
266,-20,14,29,23,18,32,19,11
267,-16,22,32,21,21,31,18,20
268,-21,24,37,25,14,32,24,29
269,-16,30,43,22,19,33,26,27
270,-26,25,51,19,17,33,27,25
271,-25,25,46,22,15,40,24,32
272,-18,32,56,23,25,46,23,36
273,-11,35,54,22,25,38,23,37
274,-15,29,43,14,21,30,14,34
275,-3,26,42,11,5,10,8,26
276,1,36,38,20,-3,-4,21,29
277,12,49,40,24,3,6,18,41
278,17,56,24,36,14,26,25,45
279,22,57,28,40,25,46,36,56
280,29,66,28,47,30,52,50,63
281,27,70,23,46,38,57,49,62
282,32,59,17,44,47,58,45,59
283,34,66,16,39,29,45,45,59
284,30,64,11,15,15,37,37,53
285,18,55,12,13,4,30,33,54
286,29,61,2,13,10,31,32,60
287,21,57,6,10,10,32,25,56
288,18,53,5,7,9,25,24,55
289,20,54,-2,0,0,18,21,44
290,30,60,-4,4,-1,15,12,45
291,18,50,3,0,-7,14,9,41
292,13,50,0,-8,-9,15,7,39
293,7,36,-9,-1,-15,19,10,28
294,12,37,-11,5,-25,16,8,28
295,13,34,-2,3,-16,14,14,39
296,4,30,0,-3,-8,9,17,30
297,7,23,0,-4,-16,5,17,26
298,3,19,3,-9,-27,8,14,36
299,-4,12,8,-15,-17,5,12,26
300,-8,7,12,-8,-17,7,4,26
301,-2,-1,3,-5,-19,3,5,24
302,-9,-5,12,-5,-18,-2,5,20
303,-8,-6,20,-15,-20,-6,1,21
304,-15,-15,18,-15,-15,-7,-9,17
305,-24,-24,14,-17,-29,-9,-16,10
306,-29,-33,13,-25,-43,-13,-15,11
307,-35,-32,5,-27,-37,-13,-12,5
308,-35,-32,0,-27,-37,-13,-19,1
309,-34,-35,6,-23,-37,-13,-18,6
310,-34,-30,8,-25,-40,-22,-11,5
311,-29,-19,10,-25,-37,-14,-17,4
312,-26,-23,9,-22,-36,-5,-21,3
313,-21,-16,0,-27,-34,-8,-20,5
314,-11,-10,7,-22,-26,-1,-17,13
315,-8,-12,12,-18,-30,-4,-18,12
316,-15,-11,12,-16,-30,-6,-18,2
317,-16,-8,10,-16,-33,-12,-22,6
318,-8,-14,16,-18,-33,-7,-15,0
319,-5,-15,17,-17,-35,-13,-14,9
320,-8,-18,20,-25,-31,-16,-17,4
321,-8,-18,19,-30,-33,-15,-20,2
322,-14,-20,18,-30,-41,-19,-24,4
323,-19,-16,15,-38,-34,-19,-19,5
324,-9,-15,28,-31,-32,-16,-17,3
325,-11,-19,19,-23,-33,-12,-10,16
326,-6,-29,21,-28,-35,-17,-28,-2
327,-3,-6,35,-23,-26,-28,-28,13
328,-33,-56,52,26,-20,-26,-46,0
329,-22,-50,61,52,-12,-25,-48,-3
330,-72,-39,125,84,-14,-38,-44,3
331,-76,-54,127,186,32,-18,-59,-35
332,-28,-40,140,197,64,13,-18,-39
333,-1,-37,111,191,111,21,-13,-26
334,47,6,96,167,75,51,14,-8
335,98,78,56,136,46,131,96,24
336,124,110,49,66,59,188,139,100
337,180,182,0,25,29,238,215,153
338,228,253,-43,-15,15,363,290,200
339,310,323,-82,28,113,435,357,284
340,402,389,-121,90,219,563,511,351
341,482,473,-118,263,449,736,614,455
342,583,534,-102,378,736,935,763,560
343,666,601,-120,436,882,1124,874,678
344,669,618,-165,457,977,1220,1001,765
345,664,663,-190,385,986,1218,1029,787
346,659,691,-226,315,959,1176,1013,811
347,664,648,-221,245,926,1081,979,813
348,608,569,-240,182,829,937,941,819
349,555,580,-179,99,675,758,853,785
350,460,545,-159,-2,491,536,719,709
351,340,505,-117,-153,290,354,566,637
352,236,475,-116,-257,92,223,422,539
353,166,398,-144,-367,-13,111,344,459
354,109,333,-160,-385,-112,37,264,429
355,40,279,-145,-446,-232,-37,169,350
356,18,245,-183,-481,-272,-129,66,272
357,-32,193,-177,-494,-317,-153,37,216
358,-40,179,-197,-467,-318,-167,20,192
359,-41,144,-185,-430,-306,-137,-7,152
360,-20,136,-198,-362,-293,-128,-18,129
361,-46,90,-178,-327,-280,-110,0,110
362,-22,82,-171,-297,-220,-110,-29,85
363,-18,59,-142,-242,-202,-94,-28,70
364,-11,69,-125,-183,-183,-76,-22,98
365,-29,59,-100,-155,-186,-51,-2,99
366,-1,90,-87,-136,-173,-41,1,81
367,13,69,-85,-108,-136,-33,31,83
368,11,74,-77,-72,-88,-3,52,85
369,17,65,-68,-54,-74,16,54,88
370,29,63,-60,-45,-51,21,36,67
371,19,47,-56,-45,-47,10,25,50
372,11,50,-56,-47,-38,23,27,52
373,0,40,-60,-23,-30,10,36,43
374,-1,36,-37,-3,-29,25,42,46
375,3,39,-34,0,-28,19,40,44
376,5,31,-17,-1,-27,11,35,42
377,-3,36,-16,2,-27,-2,26,32
378,-8,32,-7,8,-31,-2,20,33
379,-16,18,-10,8,-32,-2,10,25
380,-21,16,-13,9,-38,-3,4,18
381,-28,12,-11,17,-40,-8,-5,11
382,-34,0,-8,16,-38,-16,-3,2
383,-40,0,0,20,-39,-28,-4,0
384,-36,-6,-1,19,-44,-36,-7,-3
385,-35,-5,8,23,-36,-36,-13,-5
386,-43,-17,14,25,-33,-35,-17,2
387,-48,-14,12,24,-35,-42,-21,-8
388,-45,-18,14,29,-41,-37,-30,-4
389,-44,-22,13,30,-45,-38,-28,-2
390,-44,-27,0,25,-40,-40,-31,-8
391,-53,-33,9,25,-44,-42,-33,-7
392,-49,-37,8,27,-49,-52,-34,-12
393,-54,-35,15,30,-58,-53,-34,-11
394,-53,-46,3,22,-58,-54,-39,-18
395,-54,-45,9,25,-55,-55,-43,-18
396,-47,-45,5,18,-52,-53,-41,-14
397,-54,-60,9,15,-54,-53,-45,-18
398,-50,-57,10,22,-55,-58,-47,-14
399,-49,-56,13,22,-55,-60,-42,-18
400,-46,-53,19,24,-45,-54,-39,-14
401,-46,-52,25,15,-50,-61,-36,-11
402,-46,-53,17,18,-49,-56,-39,-12
403,-49,-62,16,25,-49,-60,-38,-18
404,-48,-57,10,23,-53,-59,-39,-29
405,-49,-60,15,17,-50,-60,-40,-18
406,-48,-67,10,9,-45,-63,-42,-18
407,-47,-63,2,14,-44,-63,-37,-26
408,-55,-73,-6,23,-47,-67,-43,-27
409,-61,-80,1,14,-45,-70,-46,-25
410,-54,-72,5,12,-50,-69,-40,-21
411,-50,-82,4,17,-54,-64,-46,-19
412,-51,-86,6,16,-52,-58,-44,-21
413,-63,-80,2,15,-66,-67,-42,-26
414,-58,-86,4,13,-61,-73,-50,-28
415,-48,-73,7,16,-54,-76,-44,-21
416,-45,-67,0,25,-39,-76,-43,-26
417,-53,-79,4,35,-38,-71,-46,-27
418,-50,-66,-4,24,-45,-55,-47,-29
419,-32,-55,-4,18,-45,-54,-50,-22
420,-25,-66,-20,25,-41,-47,-42,-17
421,-31,-62,-14,22,-33,-49,-37,-20
422,-27,-57,1,33,-28,-64,-32,-21
423,-23,-56,-4,34,-38,-70,-29,-8
424,-32,-65,-1,20,-32,-58,-26,-18
425,-43,-78,1,25,-30,-59,-22,-23
426,-35,-69,-5,24,-30,-47,-19,-19
427,-26,-60,6,25,-22,-46,-26,-11
428,-18,-64,14,38,-26,-59,-22,-3
429,-22,-67,0,42,-30,-68,-6,-7
430,-22,-65,3,50,-26,-55,-16,-3
431,-12,-49,13,58,-16,-49,-18,-2
432,-11,-41,-13,53,-6,-37,-21,-15
433,-28,-61,-21,47,-12,-31,-29,-11
434,-27,-42,-32,52,-9,-39,-17,-12
435,-14,-14,-11,57,3,-42,-18,0
436,-3,-20,2,60,5,-41,-7,-5
437,-11,-16,-4,66,-9,-34,2,-4
438,-12,-35,5,69,4,-26,1,9
439,-7,-53,6,64,14,-29,-1,9
440,-8,-39,15,74,9,-16,11,16
441,-15,-44,2,81,9,-15,30,20
442,2,-41,0,87,13,-7,33,23
443,27,-19,20,100,25,-5,39,32
444,27,-15,6,104,39,8,40,26
445,18,-13,-7,100,28,20,43,40
446,20,-14,-14,104,28,22,40,39
447,25,-18,-18,97,40,16,36,32
448,22,-1,-44,94,56,12,46,30
449,10,11,-40,108,70,26,61,42
450,20,9,-24,128,72,33,70,49
451,27,9,-10,119,68,49,79,64
452,33,17,-1,136,73,58,103,77
453,42,31,-12,139,70,59,120,94
454,50,22,-4,125,75,75,121,111
455,52,28,-23,117,69,77,129,104
456,57,40,-39,120,75,82,117,113
457,54,33,-23,127,81,95,130,120
458,60,57,-30,138,105,100,140,109
459,69,76,-29,146,116,118,149,129
460,79,83,-44,148,123,140,160,125
461,96,89,-51,154,116,127,162,138
462,111,83,-64,157,118,122,159,144
463,111,82,-65,149,116,135,164,138
464,108,79,-59,152,118,130,179,146
465,108,62,-51,145,125,149,188,155
466,115,76,-40,153,129,164,204,168
467,119,84,-27,160,131,172,222,184
468,122,77,-17,154,140,182,223,180
469,124,73,-28,151,127,172,228,172
470,119,76,-43,138,120,172,219,177
471,129,79,-45,132,124,166,220,177
472,129,89,-61,129,129,166,216,168
473,127,77,-63,124,136,184,220,167
474,128,87,-64,141,146,180,229,178
475,125,95,-60,141,154,184,236,183
476,129,93,-51,140,148,186,240,182
477,129,92,-57,141,143,190,240,175
478,116,87,-57,128,135,180,236,173
479,113,87,-55,123,132,173,220,171
480,109,92,-52,121,134,170,209,166
481,100,86,-50,119,123,170,211,159
482,94,81,-40,110,117,161,210,163
483,98,84,-34,114,116,159,202,155
484,101,77,-39,104,110,157,195,141
485,96,60,-45,98,97,142,183,138
486,94,57,-42,89,90,119,177,139
487,96,58,-46,78,86,104,165,124
488,91,60,-48,68,89,104,157,117
489,85,56,-30,81,91,97,146,110
490,80,46,-16,81,81,83,141,103
491,71,29,-17,76,79,69,131,101
492,61,26,-6,73,77,67,128,91
493,58,26,-5,75,76,55,123,79
494,49,19,-4,67,62,46,113,80
495,49,20,-9,68,59,37,105,72
496,44,7,-15,54,47,28,90,64
497,37,-10,-5,59,45,30,80,57
498,29,-12,-2,75,40,13,81,52
499,30,-9,-4,72,47,12,74,53
500,30,-18,-7,64,50,15,62,41
501,34,-9,1,67,44,7,53,37
502,25,-17,4,54,39,-1,53,43
503,18,-20,0,54,27,-11,44,38
504,18,-30,5,50,16,-17,35,23
505,17,-41,12,43,16,-10,30,23
506,11,-42,17,42,21,-19,35,32
507,9,-39,14,43,20,-29,36,32
508,22,-47,18,35,18,-25,23,23
509,24,-51,25,34,12,-28,23,13
510,16,-59,21,28,3,-38,25,19
511,23,-56,16,27,11,-41,24,30
512,27,-42,13,31,13,-33,20,17
513,23,-40,21,34,18,-26,19,20
514,18,-42,25,33,26,-30,21,25
515,16,-36,16,36,23,-38,19,15
516,20,-47,16,28,11,-33,12,5
517,24,-60,21,28,16,-26,11,3
518,16,-57,22,35,10,-41,17,7
519,15,-61,18,31,14,-46,13,13
520,16,-61,19,29,14,-43,5,10
521,16,-50,22,32,14,-44,4,-2
522,17,-54,28,30,17,-43,8,0
523,21,-46,27,36,17,-40,11,7
524,21,-39,24,36,11,-40,7,1
525,23,-44,27,27,12,-39,3,8
526,17,-42,27,28,10,-41,9,14
527,11,-33,19,29,9,-47,7,6
528,22,-39,21,24,12,-44,1,7
529,26,-48,23,27,12,-44,-5,-4
530,11,-53,21,28,5,-52,-4,-13
531,11,-58,25,27,0,-53,0,-5
532,16,-57,34,32,-5,-56,-3,-3
533,14,-50,40,32,1,-54,-6,-4
534,12,-57,42,24,3,-54,-4,7
535,14,-59,30,28,3,-57,-3,-1
536,10,-57,28,32,-3,-48,-13,-11
537,13,-64,38,29,4,-40,-13,-5
538,10,-56,46,35,7,-49,0,-2
539,4,-51,37,35,-3,-56,0,0
540,5,-61,34,28,-11,-51,-11,-4
541,8,-61,28,26,-9,-46,-12,-10
542,8,-65,16,20,-10,-56,-12,-11
543,4,-73,9,16,-6,-58,-19,-18
544,5,-64,9,23,-4,-60,-22,-19
545,8,-57,18,24,-3,-56,-18,-18
546,3,-57,19,23,-6,-53,-18,-9
547,1,-44,12,20,-9,-60,-18,-4
548,3,-45,21,14,-9,-55,-14,-7
549,3,-44,22,18,-15,-49,-14,-11
550,0,-43,28,19,-17,-62,-13,-9
551,0,-52,24,12,-16,-67,-15,-7
552,0,-58,28,11,-12,-63,-21,-9
553,0,-61,31,13,-7,-57,-21,-13
554,-4,-57,30,14,-13,-54,-16,-7
555,-4,-52,25,19,-19,-60,-14,-4
556,0,-56,29,18,-15,-60,-18,-10
557,3,-59,33,14,-16,-58,-20,-12
558,-6,-59,28,10,-22,-62,-19,-13
559,-12,-57,20,9,-16,-64,-21,-14
560,-4,-51,18,12,-15,-65,-28,-16
561,-8,-52,22,10,-15,-58,-27,-18
562,-17,-52,20,8,-14,-58,-24,-13
563,-14,-50,19,12,-18,-57,-24,-12
564,-5,-55,28,14,-26,-63,-21,-15
565,-6,-61,21,3,-25,-67,-19,-13
566,-15,-67,21,1,-17,-64,-18,-4
567,-14,-62,20,9,-17,-65,-11,-7
568,-12,-59,25,8,-20,-68,-17,-9
569,-18,-56,30,2,-19,-63,-19,-9
570,-20,-56,31,0,-17,-58,-15,-7
571,-16,-62,30,3,-18,-59,-17,-1
572,-16,-54,35,1,-21,-60,-14,-6
573,-20,-48,37,2,-21,-60,-18,-10
574,-23,-53,38,8,-11,-65,-23,-8
575,-23,-50,39,9,-10,-62,-19,-9
576,-23,-47,43,8,-12,-58,-15,-7
577,-25,-56,46,6,-14,-58,-17,-6
578,-24,-54,48,9,-21,-60,-15,-5
579,-20,-52,48,5,-18,-60,-13,-3
580,-21,-57,41,3,-16,-56,-13,0
581,-20,-54,40,3,-17,-58,-11,-1
582,-18,-55,42,1,-11,-60,-9,-3
583,-19,-55,44,0,-9,-54,-9,-2
584,-23,-55,39,0,-9,-54,-13,-2
585,-26,-59,42,-2,-10,-54,-14,-3
586,-23,-56,46,-4,-17,-53,-8,2
587,-26,-59,41,-10,-21,-51,-7,3
588,-25,-64,38,-9,-20,-52,-9,5
589,-24,-71,38,-11,-18,-56,-8,-2
590,-29,-68,41,-7,-15,-61,-2,-1
591,-30,-69,43,-7,-16,-62,1,2
592,-28,-68,46,-5,-14,-54,-4,2
593,-33,-67,50,-2,-12,-50,-4,-1
594,-36,-64,45,-1,-15,-52,-5,3
595,-33,-54,38,-5,-15,-56,-5,4
596,-27,-55,40,-7,-14,-52,-7,0
597,-25,-61,37,-3,-16,-44,-6,0
598,-29,-58,31,0,-10,-49,-5,4
599,-32,-62,38,-4,-13,-55,-11,4
600,-37,-65,39,-4,-18,-52,-9,0
601,-44,-66,36,-2,-21,-46,-6,-3
602,-35,-70,41,0,-19,-50,-3,0
603,-32,-66,43,0,-20,-60,-4,4
604,-33,-71,45,-8,-17,-61,-9,4
605,-31,-77,46,-11,-21,-60,-5,-3
606,-39,-75,38,-7,-28,-53,-5,0
607,-37,-70,36,-9,-24,-50,-9,9
608,-27,-59,32,-16,-17,-45,-3,10
609,-32,-61,36,-11,-21,-44,2,8
610,-37,-63,38,-2,-22,-51,2,9
611,-32,-62,39,-6,-18,-48,2,7
612,-28,-65,43,-5,-22,-50,-1,3
613,-32,-73,36,-12,-24,-57,-4,4
614,-37,-73,30,-11,-18,-50,-3,9
615,-33,-74,33,-1,-18,-53,0,4
616,-29,-72,30,-9,-24,-52,-3,-3
617,-31,-63,36,-9,-27,-47,-6,3
618,-28,-67,43,2,-23,-50,-2,12
619,-26,-69,35,0,-28,-54,1,14
620,-24,-62,31,-9,-28,-50,0,13
621,-28,-62,29,-4,-25,-45,-3,1
622,-26,-69,17,-5,-24,-46,-9,1
