,I,II,v1,v2,v3,v4,v5,v6
431,-78,-173,-4,68,10,44,-25,-76
432,-79,-174,-13,74,2,43,-29,-70
433,-87,-165,-15,71,2,40,-26,-69
434,-80,-168,-5,67,15,39,-29,-65
435,-70,-156,2,60,15,49,-22,-60
436,-78,-147,6,68,19,48,-5,-53
437,-94,-164,7,74,16,46,-6,-50
438,-86,-158,12,63,10,66,-8,-59
439,-82,-157,7,58,5,67,-3,-69
440,-86,-173,-7,59,6,58,-14,-62
441,-82,-172,-5,57,17,52,-10,-56
442,-74,-156,-6,60,23,46,-5,-61
443,-67,-157,-1,57,23,51,-5,-55
444,-83,-175,1,58,21,65,-4,-53
445,-101,-188,-6,59,11,61,-1,-66
446,-92,-184,-5,53,5,60,-6,-65
447,-89,-168,-1,58,19,67,-2,-57
448,-83,-169,-5,69,23,55,-1,-56
449,-85,-183,-6,68,18,59,1,-52
450,-86,-184,2,55,13,60,0,-52
451,-80,-184,0,49,3,55,-16,-64
452,-89,-194,-16,46,4,64,-23,-66
453,-99,-195,-19,44,6,65,-13,-67
454,-91,-172,-18,51,12,57,-1,-64
455,-77,-163,-2,57,24,67,2,-53
456,-74,-160,6,68,28,70,14,-56
457,-84,-159,7,67,21,67,13,-59
458,-82,-169,10,62,15,79,5,-53
459,-67,-172,7,50,19,70,-5,-58
460,-77,-167,0,48,23,70,0,-54
461,-85,-168,-9,58,27,75,17,-51
462,-80,-166,5,71,30,75,15,-54
463,-68,-164,22,72,28,75,15,-46
464,-79,-178,6,60,23,78,13,-48
465,-88,-182,-4,57,18,73,6,-59
466,-83,-181,-11,59,4,67,0,-60
467,-70,-180,-16,56,9,69,-9,-59
468,-70,-174,-29,56,14,62,-10,-62
469,-71,-176,-34,64,13,72,0,-57
470,-69,-183,-27,62,19,76,-5,-67
471,-76,-186,-7,61,18,79,-16,-68
472,-77,-185,-2,57,13,77,-5,-65
473,-65,-176,-20,59,6,68,0,-61
474,-62,-171,-22,57,2,78,-1,-62
475,-51,-164,-12,53,7,69,-2,-62
476,-44,-156,-10,56,10,63,-2,-62
477,-50,-168,-22,45,0,56,-14,-66
478,-57,-171,-29,36,-1,57,-16,-78
479,-53,-162,-20,37,9,53,-19,-82
480,-54,-143,-15,55,13,57,-9,-83
481,-49,-136,-29,58,9,60,-1,-64
482,-48,-141,-38,46,11,66,-2,-69
483,-51,-141,-18,51,14,54,-13,-83
484,-52,-143,-15,58,-10,36,-21,-75
485,-57,-144,-35,49,-15,35,-24,-73
486,-62,-151,-37,42,-14,37,-33,-74
487,-43,-148,-43,43,-13,42,-24,-71
488,-54,-142,-49,54,-2,41,-17,-71
489,-57,-147,-50,55,-6,40,-17,-62
490,-53,-157,-65,35,-19,42,-20,-79
491,-53,-163,-55,33,-22,46,-35,-82
492,-53,-152,-45,36,-25,37,-26,-71
493,-54,-137,-54,41,-28,33,-24,-67
494,-55,-141,-40,43,-14,35,-33,-70
495,-42,-140,-46,35,-16,32,-28,-73
496,-37,-127,-54,38,-12,29,-23,-73
497,-49,-143,-51,40,-7,13,-33,-76
498,-49,-132,-56,34,-22,18,-46,-79
499,-36,-119,-65,30,-32,17,-47,-79
500,-39,-114,-78,28,-33,19,-44,-84
501,-25,-85,-71,33,-29,17,-42,-64
502,-23,-91,-77,37,-9,9,-34,-77
503,-35,-101,-75,25,-18,5,-45,-80
504,-45,-108,-64,13,-34,-11,-44,-74
505,-58,-124,-81,15,-28,-11,-48,-85
506,-56,-115,-77,14,-31,0,-59,-89
507,-43,-101,-48,24,-25,10,-57,-73
508,-41,-111,-31,32,-24,3,-48,-69
509,-40,-128,-48,28,-57,-8,-45,-72
510,-47,-144,-58,17,-65,-8,-58,-83
511,-39,-136,-60,12,-55,-28,-65,-85
512,-29,-122,-76,-12,-54,-34,-76,-88
513,-36,-126,-78,-10,-59,-32,-81,-93
514,-52,-110,-95,-11,-55,-46,-87,-105
515,-47,-103,-85,-17,-47,-37,-94,-94
516,-29,-100,-72,-5,-39,-36,-74,-101
517,-26,-94,-75,-2,-35,-51,-77,-101
518,-29,-107,-62,-3,-38,-53,-79,-96
519,-21,-123,-67,1,-45,-65,-84,-97
520,-34,-117,-61,-6,-57,-65,-97,-101
521,-48,-101,-58,-20,-68,-63,-93,-92
522,-45,-107,-53,-22,-59,-68,-82,-95
523,-35,-105,-39,-16,-53,-73,-81,-94
524,-33,-99,-40,-26,-66,-74,-88,-99
525,-36,-102,-57,-17,-79,-78,-93,-96
526,-44,-121,-77,-30,-78,-74,-117,-109
527,-32,-127,-76,-43,-72,-80,-126,-117
528,-32,-111,-91,-46,-63,-94,-110,-114
529,-41,-98,-80,-38,-59,-85,-116,-105
530,-33,-101,-57,-23,-53,-95,-111,-102
531,-28,-119,-60,-33,-57,-106,-101,-101
532,-34,-118,-39,-32,-62,-96,-86,-96
533,-28,-98,-31,-21,-54,-88,-77,-96
534,-29,-99,-27,-26,-59,-76,-88,-89
535,-27,-121,-33,-35,-66,-82,-99,-83
536,-37,-114,-42,-39,-66,-94,-101,-87
537,-33,-107,-38,-33,-56,-100,-97,-91
538,-28,-104,-41,-19,-46,-91,-99,-104
539,-29,-96,-49,-15,-49,-87,-92,-104
540,-33,-97,-65,-27,-48,-99,-99,-103
541,-20,-95,-62,-31,-55,-104,-114,-86
542,-14,-89,-68,-36,-63,-104,-98,-83
543,-27,-88,-70,-38,-53,-92,-101,-94
544,-20,-106,-61,-28,-52,-99,-103,-85
545,-10,-99,-61,-26,-54,-105,-105,-91
546,-22,-90,-45,-20,-35,-88,-102,-87
547,-29,-94,-35,-18,-38,-78,-92,-68
548,-25,-91,-26,-25,-49,-75,-89,-83
549,-27,-94,-26,-28,-65,-87,-99,-97
550,-30,-97,-30,-34,-73,-94,-95,-86
551,-28,-99,-41,-45,-72,-95,-89,-82
552,-18,-93,-43,-37,-73,-92,-104,-83
553,-4,-91,-37,-27,-60,-91,-108,-92
554,-17,-97,-43,-18,-60,-94,-103,-103
555,-26,-109,-49,-7,-64,-103,-92,-94
556,-25,-114,-42,-12,-56,-94,-94,-91
557,-11,-95,-51,-9,-44,-83,-99,-86
558,-19,-85,-55,9,-47,-96,-91,-88
559,-27,-76,-57,-1,-48,-95,-90,-88
560,-22,-80,-51,-13,-52,-97,-93,-84
561,-24,-81,-59,-10,-60,-79,-93,-86
562,-29,-79,-53,-18,-63,-83,-96,-85
563,-34,-75,-51,-19,-58,-81,-104,-74
564,-31,-72,-43,-20,-50,-83,-115,-83
565,-11,-54,-33,-11,-65,-100,-106,-80
566,-21,-62,-28,-10,-64,-108,-104,-86
567,-26,-60,-33,-12,-79,-125,-114,-83
568,-19,-58,-28,-29,-90,-120,-115,-94
569,-3,-52,-18,-38,-91,-108,-123,-92
570,1,-48,-26,-29,-90,-117,-105,-80
571,2,-51,-39,-27,-78,-102,-89,-73
572,0,-47,-19,-27,-72,-96,-84,-79
573,5,-42,6,-32,-62,-95,-90,-67
574,-3,-48,11,-42,-53,-98,-89,-70
575,-12,-49,10,-40,-52,-108,-80,-70
576,-21,-22,16,-41,-55,-107,-77,-72
577,-24,-3,22,-60,-48,-116,-75,-57
578,-31,4,38,-51,-57,-106,-65,-39
579,-28,12,31,-54,-60,-114,-61,-48
580,-23,16,27,-63,-71,-125,-67,-59
581,-28,14,34,-51,-63,-105,-86,-56
582,-28,20,22,-44,-48,-94,-81,-58
583,-26,19,13,-38,-45,-78,-76,-63
584,-20,22,8,-26,-45,-83,-83,-55
585,-10,32,15,-29,-42,-83,-88,-55
586,-14,43,12,-34,-30,-92,-69,-45
587,-21,39,7,-32,-40,-96,-74,-51
588,-17,49,1,-28,-56,-85,-65,-46
589,-5,54,14,-34,-44,-73,-61,-42
590,-3,58,11,-27,-35,-70,-53,-42
591,0,54,1,-28,-27,-80,-48,-35
592,2,42,-5,-36,-13,-73,-60,-41
593,18,48,9,-40,-25,-81,-67,-42
594,7,39,2,-65,-54,-89,-78,-49
595,-16,17,-4,-74,-82,-93,-91,-62
596,-6,3,-12,-63,-91,-99,-101,-58
597,-8,-14,-9,-77,-97,-108,-106,-65
