,I,II,v1,v2,v3,v4,v5,v6
235,-30,-115,-94,-201,-119,-79,-49,-26
236,-32,-111,-90,-201,-124,-85,-49,-25
237,-40,-105,-94,-208,-124,-91,-48,-32
238,-42,-105,-87,-205,-122,-89,-55,-33
239,-39,-102,-87,-203,-118,-89,-56,-35
240,-33,-96,-89,-207,-121,-93,-57,-42
241,-34,-101,-84,-202,-120,-91,-64,-41
242,-40,-105,-83,-196,-123,-91,-64,-44
243,-29,-100,-91,-196,-121,-91,-57,-41
244,-25,-108,-81,-193,-120,-89,-54,-36
245,-25,-105,-88,-190,-114,-86,-51,-30
246,-38,-108,-89,-197,-105,-87,-51,-30
247,-45,-107,-92,-192,-101,-86,-44,-31
248,-46,-103,-84,-188,-106,-85,-38,-32
249,-44,-95,-84,-184,-90,-74,-32,-24
250,-41,-95,-76,-182,-82,-68,-31,-21
251,-24,-82,-79,-177,-75,-70,-31,-13
252,-32,-75,-78,-178,-74,-63,-28,-7
253,-24,-60,-76,-174,-69,-53,-25,-7
254,-25,-54,-72,-160,-62,-47,-18,0
255,-25,-51,-79,-153,-57,-35,-16,0
256,-23,-42,-71,-136,-49,-32,-6,3
257,-11,-38,-62,-126,-33,-28,4,11
258,-12,-30,-54,-117,-33,-24,15,5
259,1,-17,-52,-110,-25,-16,13,18
260,1,-24,-56,-107,-24,-3,19,20
261,13,-11,-56,-106,-23,-6,18,24
262,13,-7,-68,-103,-16,-3,19,27
263,20,5,-63,-101,-8,3,21,37
264,25,18,-64,-108,-5,6,33,41
265,22,18,-64,-114,-12,13,27,41
266,25,21,-70,-108,-13,14,24,50
267,19,14,-70,-116,-27,10,21,43
268,27,18,-79,-119,-35,1,25,34
269,31,24,-83,-123,-37,3,22,32
270,47,21,-103,-131,-36,3,20,30
271,46,13,-104,-134,-48,0,27,34
272,46,14,-119,-142,-49,-1,22,42
273,42,16,-119,-150,-50,5,23,45
274,48,22,-125,-162,-54,6,29,48
275,30,16,-129,-172,-58,2,31,45
276,32,17,-130,-180,-59,-4,23,55
277,16,-5,-143,-193,-74,-13,27,40
278,9,-4,-145,-205,-84,-17,17,34
279,9,0,-143,-216,-83,-16,18,26
280,18,-6,-147,-220,-85,-21,13,31
281,16,-27,-151,-219,-98,-32,13,29
282,2,-38,-146,-228,-111,-35,5,32
283,-4,-54,-151,-225,-116,-37,2,13
284,-2,-59,-135,-212,-124,-40,-7,8
285,-9,-67,-120,-203,-120,-39,-7,4
286,-23,-75,-103,-197,-115,-47,-6,9
287,-30,-110,-109,-197,-121,-54,-12,-4
288,-47,-109,-99,-191,-137,-48,-15,-15
289,-38,-99,-81,-194,-126,-46,-28,-20
290,-38,-109,-79,-191,-121,-55,-25,-25
291,-42,-106,-95,-196,-133,-63,-20,-30
292,-56,-117,-101,-197,-139,-63,-37,-18
293,-59,-123,-101,-205,-136,-67,-36,-19
294,-61,-124,-104,-211,-141,-74,-40,-31
295,-62,-127,-96,-204,-132,-67,-53,-29
296,-58,-131,-96,-208,-127,-72,-47,-21
297,-65,-127,-105,-221,-144,-77,-45,-25
298,-79,-138,-108,-224,-154,-64,-58,-21
299,-65,-110,-113,-238,-159,-60,-52,-23
300,-44,-113,-110,-247,-160,-72,-34,-15
301,-50,-126,-130,-243,-166,-68,-39,-11
302,-48,-127,-145,-257,-175,-68,-51,-22
303,-47,-148,-156,-257,-188,-68,-47,-27
304,-42,-156,-143,-248,-186,-75,-57,-27
305,-47,-150,-113,-255,-183,-81,-65,-30
306,-50,-142,-99,-245,-184,-89,-48,-22
307,-52,-143,-115,-226,-187,-109,-42,-23
308,-62,-144,-107,-232,-197,-94,-53,-39
309,-67,-131,-96,-236,-181,-99,-47,-42
310,-67,-116,-81,-224,-165,-108,-63,-33
311,-68,-107,-86,-219,-163,-98,-76,-23
312,-80,-107,-85,-225,-168,-99,-74,-32
313,-80,-103,-97,-219,-164,-106,-62,-39
314,-80,-124,-75,-208,-163,-109,-55,-40
315,-82,-131,-88,-200,-154,-105,-58,-29
316,-78,-131,-79,-193,-155,-112,-71,-41
317,-103,-110,-72,-164,-157,-106,-73,-35
318,-106,-146,-70,-172,-148,-98,-98,-34
319,-100,-111,-51,-136,-137,-105,-101,-49
320,-121,-112,-11,-189,-129,-97,-122,-57
321,-119,-112,0,-90,-111,-99,-134,-93
322,-163,-163,57,-45,-73,-86,-136,-113
323,-149,-133,113,5,23,-129,-117,-129
324,-129,-131,130,81,65,-86,-124,-107
325,-93,-119,141,162,164,-11,-98,-107
326,-120,-108,194,233,208,94,-42,-123
327,-70,-75,244,386,313,135,-7,-61
328,-11,-75,316,542,430,244,77,0
329,90,0,306,706,562,354,141,26
330,217,53,327,837,680,479,314,127
331,300,139,323,1017,837,628,482,250
332,456,246,322,1090,935,808,631,381
333,552,355,287,1155,1008,920,735,498
334,635,503,181,1113,989,1005,881,641
335,685,666,126,1027,950,1070,997,725
336,750,800,26,951,913,1137,1130,811
337,753,906,-34,839,918,1164,1148,914
338,727,896,-159,690,836,1120,1133,884
339,620,882,-148,476,645,1019,998,843
340,501,849,-208,171,425,712,863,762
341,312,857,-288,-167,127,501,676,665
342,135,748,-414,-494,-211,275,493,588
343,31,601,-457,-832,-433,9,306,453
344,-116,490,-496,-1031,-742,-305,106,306
345,-184,285,-517,-1162,-946,-532,-84,156
346,-232,110,-530,-1207,-1045,-704,-277,36
347,-264,27,-517,-1235,-1133,-822,-327,-48
348,-276,-29,-531,-1190,-1153,-842,-381,-69
349,-251,-124,-503,-1101,-1110,-784,-366,-92
350,-198,-190,-506,-985,-1033,-764,-397,-167
351,-223,-282,-432,-907,-964,-762,-396,-185
352,-202,-309,-360,-774,-859,-760,-440,-251
353,-160,-361,-266,-665,-785,-672,-453,-221
354,-168,-373,-218,-577,-692,-596,-438,-211
355,-206,-368,-147,-505,-673,-525,-384,-214
356,-185,-311,-127,-452,-547,-443,-360,-210
357,-183,-343,-108,-411,-492,-390,-296,-189
358,-147,-287,-86,-314,-377,-320,-243,-117
359,-113,-280,-90,-316,-334,-239,-185,-104
360,-66,-237,-79,-257,-256,-196,-156,-84
361,-45,-223,-70,-258,-240,-204,-123,-62
362,-54,-204,-61,-252,-174,-146,-98,-61
363,-66,-218,-85,-218,-173,-131,-72,-59
364,-52,-186,-50,-193,-194,-108,-74,-51
365,-58,-160,-56,-193,-193,-112,-62,-38
366,-59,-152,-27,-177,-176,-105,-43,-29
367,-57,-141,-39,-169,-160,-92,-32,-30
368,-61,-124,-8,-157,-171,-89,-12,-19
369,-65,-143,-32,-161,-168,-72,-35,-24
370,-76,-132,-14,-136,-162,-61,-40,-28
371,-66,-126,-8,-111,-152,-43,-24,-40
372,-59,-123,5,-74,-147,-29,-14,-41
373,-55,-117,13,-45,-135,-23,-17,-33
374,-38,-123,22,-36,-104,-28,-8,-40
375,-23,-102,30,-12,-90,-39,-11,-30
376,-36,-100,38,6,-64,-30,4,-23
377,-39,-75,45,24,-23,-14,11,-27
378,-44,-66,63,27,-4,16,8,-11
379,-42,-63,52,19,8,42,3,1
380,-49,-58,46,13,30,52,22,10
381,-56,-64,51,12,47,60,29,7
382,-54,-62,49,12,33,43,39,3
383,-51,-62,40,-4,29,40,39,6
384,-50,-68,27,-19,38,27,42,14
385,-32,-52,24,-11,57,29,51,28
386,-34,-36,16,-1,65,60,61,28
387,-38,-40,24,9,74,79,65,32
388,-32,-46,28,13,53,90,71,45
389,-17,-53,6,19,53,91,75,47
390,-15,-58,-9,28,69,95,76,38
391,-10,-50,-5,35,83,93,76,38
392,-5,-47,-16,37,89,87,73,30
393,3,-44,-11,38,84,91,66,32
394,-2,-40,-30,49,94,87,72,30
395,-5,-33,-30,50,103,96,71,43
396,5,-25,-26,57,125,117,92,48
397,15,-9,-36,63,132,121,101,53
398,20,-16,-24,69,125,114,100,69
399,15,-32,-26,74,118,99,105,66
400,8,-29,-22,82,129,104,100,65
401,14,-19,-16,82,134,110,103,68
402,12,-10,-27,86,129,121,109,66
403,13,1,-25,91,134,117,106,78
404,26,16,-28,98,150,114,109,79
405,34,26,-41,108,149,113,112,87
406,32,19,-54,109,165,119,106,80
407,29,25,-58,112,168,124,104,79
408,39,37,-58,113,167,121,111,89
409,43,34,-62,120,162,121,113,104
410,42,29,-67,122,177,130,122,114
411,43,28,-72,130,188,126,135,115
412,62,35,-62,146,185,129,144,114
413,77,65,-59,156,197,135,147,123
414,78,56,-64,157,220,158,143,129
415,73,58,-74,176,209,166,155,130
416,79,65,-71,179,214,182,151,128
417,79,68,-65,192,229,193,147,144
418,86,64,-68,200,238,194,159,133
419,79,72,-64,224,248,202,181,137
420,90,80,-52,246,264,213,189,144
421,102,88,-36,258,274,222,197,156
422,103,76,-26,260,276,246,202,159
423,110,84,-22,280,285,254,207,151
424,116,76,-5,293,274,260,212,157
425,125,78,-13,305,286,270,226,174
426,133,80,-2,319,318,283,228,177
427,132,97,0,341,334,304,249,178
428,130,93,9,360,350,314,258,173
429,138,99,23,383,374,315,264,183
430,153,111,28,389,371,325,281,189
431,155,120,19,417,388,339,291,201
432,153,124,35,436,399,360,304,206
433,164,156,51,455,433,389,313,206
434,167,155,77,470,446,394,320,224
435,165,173,73,488,471,412,333,225
436,163,191,87,517,492,429,346,227
437,174,199,101,540,515,447,356,241
438,170,219,103,553,519,466,370,243
439,179,256,112,580,539,481,379,251
440,194,248,123,603,548,488,394,263
441,212,254,126,620,567,496,399,276
442,208,241,146,627,578,508,408,276
443,220,256,136,642,585,531,419,272
444,200,240,136,641,575,539,423,275
445,197,243,143,657,597,550,431,280
446,217,263,136,664,608,549,436,287
447,221,270,158,692,624,570,429,292
448,226,282,153,709,640,565,444,293
449,236,301,160,710,646,562,439,287
450,239,300,178,716,637,568,438,296
451,241,316,173,724,639,567,445,292
452,231,309,172,710,653,570,438,295
453,240,305,176,707,666,583,441,300
454,224,319,181,710,650,580,454,294
455,218,319,213,716,656,590,451,290
456,218,313,210,739,654,584,462,293
457,228,313,205,732,648,568,450,293
458,221,311,207,719,647,557,457,283
459,204,296,223,713,646,549,438,268
460,186,300,235,719,624,527,421,277
461,189,298,225,696,597,530,422,263
462,169,296,206,655,578,521,408,252
463,175,291,231,641,576,514,398,258
464,175,298,202,648,565,504,396,265
465,170,270,205,635,547,479,376,255
466,168,270,180,616,532,432,361,236
467,170,280,172,583,496,405,345,227
468,162,284,167,591,521,383,346,243
469,147,275,165,533,493,370,326,247
470,142,269,154,479,455,344,310,236
471,125,221,154,435,406,329,284,216
472,112,205,146,391,390,292,273,213
473,88,188,148,366,368,264,266,203
474,80,179,129,335,354,262,221,194
475,81,164,134,290,304,228,209,192
476,59,165,111,256,283,186,196,181
477,26,142,107,220,248,144,177,171
478,34,150,92,200,236,138,172,163
479,23,126,77,150,206,144,159,155
480,17,123,69,124,174,129,144,155
481,11,97,56,88,154,125,140,145
482,12,93,44,76,162,115,126,129
483,6,78,47,64,141,96,123,121
484,0,61,30,33,115,94,97,102
485,-16,39,24,32,77,71,89,85
486,-14,42,20,27,58,65,67,77
487,-10,34,19,9,62,47,56,82
488,0,32,22,11,62,50,59,65
489,-3,12,6,2,33,35,51,54
490,-5,-5,11,-9,29,14,39,49
491,-8,-19,3,-31,14,-1,20,32
492,-5,-22,-7,-48,9,-9,2,16
493,-20,-35,-11,-50,2,-16,0,9
494,-10,-27,-11,-57,-3,-22,0,6
495,-3,-26,-6,-59,-2,-35,1,8
496,-18,-23,-14,-61,-11,-27,-6,5
497,-22,-20,-18,-67,-16,-35,-5,6
498,-11,-23,-6,-66,-25,-34,1,1
499,-6,-29,-13,-71,-30,-43,-4,-4
500,-11,-40,-22,-79,-37,-52,-16,-7
501,-23,-58,-36,-88,-38,-58,-9,-11
502,-21,-60,-29,-90,-44,-67,-18,-14
503,-12,-49,-18,-92,-42,-63,-23,-6
504,-15,-57,-20,-109,-38,-64,-17,-8
505,-20,-62,-31,-103,-47,-70,-13,-9
506,-28,-65,-34,-106,-56,-61,-22,-5
507,-27,-73,-38,-114,-49,-64,-24,-7
508,-29,-65,-38,-109,-53,-67,-22,-8
509,-36,-67,-34,-108,-50,-61,-25,-14
510,-25,-62,-33,-104,-48,-69,-26,-17
511,-23,-61,-35,-111,-58,-68,-27,-19
512,-26,-70,-30,-119,-60,-65,-32,-20
513,-27,-75,-37,-121,-71,-69,-32,-18
514,-24,-72,-43,-124,-73,-75,-33,-21
515,-20,-72,-39,-119,-59,-83,-35,-22
516,-27,-67,-45,-121,-53,-80,-36,-24
517,-33,-69,-39,-119,-59,-81,-34,-27
518,-35,-74,-24,-111,-66,-74,-35,-24
519,-31,-73,-24,-119,-67,-75,-42,-26
520,-31,-75,-30,-122,-73,-79,-38,-27
521,-37,-83,-43,-127,-69,-84,-35,-30
522,-38,-86,-43,-133,-67,-89,-41,-31
523,-35,-90,-47,-137,-80,-83,-46,-35
524,-45,-94,-56,-146,-79,-89,-51,-38
525,-55,-90,-51,-154,-77,-89,-44,-36
526,-48,-81,-52,-148,-85,-87,-38,-31
527,-45,-83,-46,-144,-80,-92,-40,-26
528,-48,-88,-34,-147,-92,-92,-40,-25
529,-54,-89,-47,-143,-106,-99,-46,-36
530,-51,-94,-45,-137,-105,-101,-61,-39
531,-50,-90,-40,-145,-101,-100,-65,-40
532,-54,-87,-52,-152,-88,-102,-60,-45
533,-61,-99,-56,-151,-96,-98,-63,-48
534,-62,-96,-51,-150,-98,-103,-63,-43
535,-65,-89,-49,-154,-97,-106,-63,-42
536,-60,-86,-49,-155,-103,-104,-64,-43
537,-58,-83,-46,-155,-107,-107,-61,-46
538,-60,-89,-48,-160,-109,-106,-61,-46
539,-56,-93,-49,-162,-110,-108,-65,-45
540,-56,-94,-47,-156,-112,-110,-66,-42
541,-61,-103,-54,-154,-108,-116,-62,-41
542,-63,-105,-53,-152,-103,-112,-62,-47
543,-63,-105,-46,-151,-102,-108,-64,-51
544,-71,-107,-44,-158,-103,-110,-61,-52
545,-82,-106,-50,-165,-111,-107,-62,-51
546,-75,-103,-49,-160,-116,-112,-65,-46
547,-71,-98,-41,-163,-112,-118,-63,-47
548,-73,-95,-47,-172,-113,-120,-62,-46
549,-76,-98,-51,-168,-109,-123,-65,-47
550,-74,-95,-53,-161,-105,-117,-73,-49
551,-76,-90,-48,-161,-110,-118,-77,-48
552,-80,-90,-44,-157,-102,-115,-73,-51
553,-82,-90,-43,-155,-112,-118,-69,-51
554,-77,-98,-39,-157,-120,-122,-68,-49
555,-82,-104,-43,-161,-123,-121,-75,-53
556,-79,-109,-50,-167,-124,-124,-77,-54
557,-82,-114,-47,-167,-126,-124,-74,-58
558,-79,-110,-54,-165,-121,-129,-80,-58
559,-73,-104,-46,-165,-112,-126,-77,-50
560,-74,-101,-47,-168,-107,-114,-70,-50
561,-71,-98,-47,-163,-113,-118,-61,-43
562,-72,-103,-46,-158,-116,-110,-57,-40
563,-74,-113,-48,-164,-113,-109,-57,-43
564,-72,-110,-50,-164,-114,-113,-55,-42
565,-75,-112,-49,-172,-116,-114,-58,-44
566,-71,-115,-47,-171,-116,-123,-61,-44
567,-73,-116,-47,-176,-123,-124,-56,-44
568,-77,-119,-54,-180,-121,-125,-59,-44
569,-81,-121,-54,-180,-121,-128,-58,-44
570,-77,-114,-53,-179,-119,-124,-56,-46
571,-76,-108,-47,-167,-118,-121,-52,-40
572,-75,-104,-49,-164,-116,-116,-52,-33
573,-84,-105,-45,-165,-116,-116,-49,-34
574,-86,-102,-40,-156,-112,-116,-43,-30
575,-85,-100,-40,-164,-105,-111,-49,-32
576,-81,-95,-34,-159,-94,-116,-44,-32
577,-88,-100,-37,-161,-100,-120,-47,-37
578,-93,-96,-39,-164,-96,-120,-52,-35
579,-95,-93,-41,-168,-100,-119,-46,-36
580,-98,-94,-51,-171,-99,-111,-49,-39
581,-103,-91,-40,-168,-98,-108,-52,-31
582,-99,-84,-45,-168,-98,-115,-42,-26
