,I,II,v1,v2,v3,v4,v5,v6
113,-62,-77,51,64,76,25,-31,-64
114,-67,-82,32,52,77,25,-32,-65
115,-74,-87,29,55,77,30,-36,-61
116,-69,-82,25,55,78,33,-30,-60
117,-68,-77,32,51,88,37,-36,-67
118,-62,-75,34,64,83,27,-39,-60
119,-67,-84,28,67,84,27,-33,-61
120,-69,-88,40,68,95,34,-39,-69
121,-68,-92,54,64,92,34,-41,-74
122,-71,-98,59,61,83,37,-36,-77
123,-65,-99,48,61,73,37,-31,-72
124,-65,-98,36,49,67,40,-31,-73
125,-66,-94,42,46,73,33,-33,-72
126,-67,-96,41,44,76,33,-33,-72
127,-72,-94,39,43,78,36,-34,-80
128,-69,-89,41,45,74,28,-39,-86
129,-68,-94,44,43,82,25,-45,-80
130,-70,-86,46,52,90,35,-37,-81
131,-68,-84,40,50,87,34,-30,-81
132,-65,-91,45,48,80,38,-30,-77
133,-68,-85,43,45,77,43,-33,-81
134,-71,-84,38,44,74,39,-35,-76
135,-73,-77,34,42,72,35,-30,-73
136,-77,-80,34,43,65,41,-31,-80
137,-77,-82,37,43,68,49,-28,-78
138,-72,-78,32,43,69,44,-28,-83
139,-72,-77,25,47,72,42,-33,-76
140,-74,-80,21,44,76,49,-30,-77
141,-72,-76,32,46,78,57,-26,-79
142,-66,-69,48,58,74,59,-18,-69
143,-68,-63,39,57,72,68,-16,-65
144,-69,-63,42,59,85,75,-12,-60
145,-66,-53,36,55,86,69,2,-57
146,-55,-41,38,53,82,77,2,-55
147,-53,-43,37,59,88,81,3,-50
148,-49,-40,26,56,88,80,-1,-61
149,-44,-36,26,57,90,76,-6,-57
150,-47,-34,27,69,98,85,1,-58
151,-44,-17,27,78,101,95,11,-50
152,-36,-15,28,84,104,101,16,-50
153,-43,-19,27,81,107,109,12,-45
154,-39,-20,34,71,106,102,15,-38
155,-44,-17,30,67,101,102,22,-43
156,-47,-19,39,73,92,110,22,-38
157,-41,-18,38,73,94,120,35,-28
158,-37,-18,41,73,104,123,40,-34
159,-33,-19,44,82,109,122,49,-24
160,-36,-19,47,89,116,133,58,-24
161,-35,-10,49,90,121,140,67,-18
162,-23,4,53,96,115,149,71,-9
163,-17,16,50,88,120,160,72,-3
164,-22,18,48,88,132,162,78,0
165,-18,23,40,93,138,166,89,7
166,-6,37,50,103,138,171,95,4
167,-4,34,51,105,138,187,108,21
168,-9,37,40,112,155,196,113,28
169,2,56,39,111,164,203,129,39
170,10,65,42,118,165,216,151,54
171,20,79,36,113,167,226,165,73
172,32,84,34,121,172,234,179,84
173,46,88,29,118,179,248,190,89
174,40,86,41,121,183,253,190,94
175,37,89,30,115,177,270,201,104
176,44,96,28,120,187,282,205,111
177,57,95,26,126,189,296,218,127
178,63,109,8,121,201,297,233,123
179,63,116,11,117,196,303,244,132
180,66,121,17,123,189,301,249,153
181,75,130,5,110,184,300,261,161
182,85,146,1,111,187,305,267,173
183,96,160,2,113,203,318,279,178
184,94,165,5,117,219,331,282,180
185,98,155,-1,122,214,341,287,186
186,107,166,4,131,218,341,293,190
187,120,177,1,135,222,346,300,198
188,119,183,-2,138,233,353,301,198
189,125,192,-3,142,231,363,307,204
190,128,196,0,137,225,360,312,215
191,133,185,-11,138,217,366,313,214
192,131,188,-12,138,213,364,316,213
193,141,187,-9,141,232,370,322,212
194,137,180,-8,143,236,375,325,212
195,143,170,-9,151,237,370,323,208
196,133,174,-8,150,242,363,321,205
197,130,185,-8,154,245,360,314,203
198,127,188,3,155,244,359,314,200
199,123,184,8,152,236,353,302,188
200,119,179,12,141,226,336,292,190
201,117,170,9,139,224,329,283,180
202,109,176,15,134,218,314,272,178
203,111,174,20,132,218,302,259,172
204,94,164,19,124,205,300,251,163
205,97,149,22,134,194,280,238,150
206,92,141,22,129,188,257,227,136
207,92,141,19,124,185,242,208,133
208,78,130,23,122,180,231,209,131
209,83,120,25,114,172,220,195,120
210,77,109,29,107,150,202,188,127
211,69,93,24,103,148,192,171,110
212,57,81,27,90,154,176,162,103
213,60,75,24,90,150,162,153,96
214,45,77,21,88,129,162,139,91
215,43,76,31,93,121,150,135,89
216,40,64,27,87,115,131,119,80
217,38,62,24,86,107,109,98,71
218,32,55,17,82,101,103,97,67
219,35,56,19,78,97,94,79,64
220,34,52,20,81,85,80,72,64
221,25,42,14,72,78,74,60,52
222,18,31,19,72,92,63,55,48
223,11,33,21,79,84,58,46,43
224,14,27,27,66,78,59,41,39
225,8,22,24,65,63,55,38,35
226,2,20,13,64,50,51,26,39
227,-2,15,18,60,50,37,22,33
228,-4,16,14,58,58,36,29,33
229,-8,23,16,60,64,26,23,29
230,-4,30,17,67,60,22,19,26
231,-9,32,22,67,67,23,14,23
232,-18,30,28,73,78,29,8,17
233,-29,23,26,74,65,26,3,12
234,-29,17,32,72,58,22,-1,14
235,-31,14,30,68,60,21,-10,11
236,-32,15,18,61,55,14,-13,10
237,-38,13,24,63,43,4,-9,6
238,-43,5,25,69,42,5,-10,11
239,-43,2,31,67,45,4,-11,10
240,-40,4,29,65,43,5,-10,5
241,-42,4,28,66,45,0,-20,6
242,-47,-4,23,63,51,2,-24,1
243,-52,-15,19,60,41,-3,-27,-13
244,-50,-24,21,60,41,-11,-38,-15
245,-59,-25,30,53,38,-10,-46,-18
246,-60,-21,26,51,34,-17,-47,-22
247,-62,-23,31,50,30,-25,-42,-12
248,-60,-21,22,40,22,-18,-39,-14
249,-64,-15,23,46,19,-22,-36,-17
250,-59,-16,26,51,23,-20,-38,-14
251,-54,-20,24,48,26,-23,-43,-12
252,-51,-21,20,48,30,-22,-45,-16
253,-56,-29,20,52,24,-31,-46,-27
254,-55,-33,16,60,22,-31,-50,-30
255,-62,-29,15,60,24,-33,-53,-31
256,-48,-29,14,56,31,-35,-56,-37
257,-38,-23,21,62,32,-35,-59,-27
258,-42,-16,8,59,35,-32,-56,-32
259,-41,-9,13,63,35,-35,-52,-26
260,-41,-14,12,63,36,-25,-50,-24
261,-48,-20,14,63,35,-27,-54,-28
262,-44,-22,20,69,36,-28,-52,-25
263,-46,-27,18,74,35,-31,-46,-22
264,-42,-27,19,71,33,-32,-46,-29
265,-38,-26,20,65,28,-35,-37,-28
266,-38,-32,11,64,33,-29,-34,-23
267,-30,-28,13,69,39,-29,-37,-17
268,-24,-28,6,65,42,-28,-40,-21
269,-29,-32,8,74,52,-31,-36,-27
270,-34,-24,6,88,57,-23,-41,-32
271,-31,-12,18,94,60,-14,-36,-22
272,-27,-8,29,96,60,-8,-32,-20
273,-35,-12,29,90,48,-14,-41,-17
274,-29,-13,20,87,46,-24,-36,-21
275,-22,-17,16,88,46,-35,-38,-23
276,-19,-18,12,78,46,-36,-39,-29
277,-25,-17,14,81,40,-33,-34,-32
278,-23,-21,14,94,50,-35,-46,-22
279,-14,-19,19,95,56,-35,-40,-13
280,-9,-14,11,90,61,-19,-30,-20
281,-8,-10,17,100,64,-16,-26,-17
282,0,-14,16,104,60,-11,-20,-11
283,7,-13,7,98,56,-15,-24,-12
284,1,-14,3,94,59,-19,-30,-21
285,-4,-14,7,88,60,-14,-26,-11
286,-4,-12,12,88,70,-18,-20,-13
287,-14,-27,17,90,69,-20,-24,-20
288,-17,-31,15,86,58,-21,-26,-27
289,-22,-39,13,89,52,-26,-21,-28
290,-17,-43,17,89,47,-21,-26,-26
291,-5,-27,23,84,49,-31,-19,-16
292,-5,-16,9,81,50,-36,-16,-9
293,-3,-5,10,82,49,-32,-13,-6
294,-4,0,10,86,55,-27,-13,-5
295,-6,7,8,87,55,-18,-19,-5
296,7,8,7,96,65,-15,-18,-5
297,5,-10,7,93,68,-18,-16,-9
298,1,-9,7,92,71,-24,-13,-17
299,8,3,10,96,61,-21,-14,-8
300,8,-9,15,87,54,-22,-12,-5
301,4,-15,15,78,39,-34,-9,2
302,6,-15,5,70,42,-36,-8,4
303,7,-17,15,74,50,-32,-4,0
304,4,-13,21,71,48,-30,0,3
305,1,-15,25,66,48,-28,2,6
306,8,-12,27,78,48,-28,-7,13
307,10,-12,26,72,45,-29,0,17
308,7,-8,22,64,53,-20,4,10
309,4,-8,18,62,46,-17,3,5
310,8,-15,18,56,44,-25,1,3
311,13,-22,12,53,36,-32,0,6
312,9,-20,3,56,33,-34,-2,2
313,0,-21,17,56,39,-34,3,3
314,2,-24,32,57,35,-41,7,8
315,1,-28,31,58,33,-42,-3,0
316,1,-27,30,61,27,-35,-8,1
317,3,-26,32,62,22,-33,-4,2
318,1,-20,35,65,26,-34,-5,-1
319,5,-16,37,53,23,-34,-3,0
320,2,-15,30,50,24,-37,0,4
321,0,-13,34,53,20,-36,1,9
322,4,-14,36,48,19,-39,0,5
323,5,-20,41,44,17,-45,-3,2
324,0,-29,46,48,14,-47,-4,1
325,3,-38,44,41,13,-53,-7,-1
326,2,-40,52,34,7,-53,-8,0
327,3,-35,51,35,-1,-55,-8,1
328,2,-41,46,32,0,-57,-15,2
329,-4,-44,46,31,-2,-50,-12,-1
330,-7,-40,40,24,-10,-52,-13,-3
331,-7,-44,36,18,-8,-55,-16,-3
332,0,-38,35,21,-10,-56,-13,-4
333,6,-36,41,27,-5,-55,-12,-3
334,2,-37,39,26,-5,-57,-15,-8
335,-1,-38,32,23,-7,-60,-18,-11
336,2,-37,39,26,-10,-58,-17,-11
337,5,-29,43,26,-7,-58,-21,-13
338,3,-25,50,26,0,-59,-19,-12
339,4,-30,45,30,-5,-62,-21,-15
340,0,-29,44,27,-14,-63,-28,-20
341,1,-23,50,23,-11,-66,-30,-14
342,4,-27,53,26,-12,-69,-27,-15
343,3,-28,54,27,-12,-70,-27,-19
344,0,-32,54,27,-14,-72,-31,-22
345,4,-31,49,26,-16,-74,-34,-17
346,0,-36,48,15,-23,-71,-34,-21
347,0,-34,50,17,-22,-72,-32,-23
348,3,-38,48,20,-21,-76,-28,-19
349,1,-46,49,20,-17,-67,-33,-20
350,-1,-43,52,20,-20,-69,-35,-19
351,-2,-45,47,17,-15,-72,-34,-22
352,1,-41,55,21,-14,-70,-32,-21
353,11,-30,57,30,-8,-69,-27,-22
354,11,-25,51,33,-6,-59,-29,-21
355,10,-34,51,37,-6,-54,-31,-15
356,7,-31,50,43,-7,-56,-27,-19
357,16,-23,47,45,4,-59,-32,-21
358,19,-23,47,50,4,-56,-27,-25
359,17,-20,38,58,3,-56,-26,-28
360,19,-26,37,59,6,-58,-35,-29
361,26,-31,39,55,4,-50,-41,-27
362,18,-32,35,51,0,-57,-33,-25
363,9,-33,31,50,3,-57,-36,-30
364,18,-34,33,54,5,-55,-35,-27
365,21,-34,34,57,6,-62,-37,-26
366,12,-29,36,51,11,-63,-38,-29
367,7,-17,34,48,16,-59,-31,-23
368,7,-8,41,53,18,-49,-25,-22
369,6,-5,37,51,14,-45,-24,-20
370,8,-10,35,45,18,-51,-26,-12
371,4,-17,26,45,21,-56,-32,-22
372,7,-17,31,51,15,-63,-38,-22
373,3,-18,24,42,15,-59,-36,-26
374,-6,-16,9,42,14,-55,-42,-30
375,-8,-8,10,46,10,-52,-30,-23
376,-16,-4,15,32,22,-58,-22,-22
377,-16,5,20,31,31,-55,-28,-10
378,-16,5,25,33,22,-54,-25,-11
379,-17,0,32,34,25,-55,-24,-22
380,-30,-13,47,43,29,-57,-31,-16
381,-35,-12,46,29,25,-58,-31,-16
382,-41,-3,62,23,19,-55,-32,-11
383,-28,5,62,21,14,-55,-32,0
384,-22,3,64,16,13,-55,-26,-8
385,-21,-7,73,20,-6,-61,-24,-12
386,-34,-11,75,20,-18,-59,-23,-15
387,-29,-10,76,24,-6,-52,-30,-12
388,-15,-1,69,40,0,-50,-29,-24
389,-11,7,83,48,11,-54,-30,-21
390,-12,12,88,54,20,-53,-26,-21
391,-3,15,86,53,16,-54,-31,-20
392,0,14,94,64,2,-52,-33,-22
393,0,19,92,51,-2,-58,-44,-17
394,0,20,76,45,5,-59,-40,-26
395,0,26,73,48,3,-60,-34,-19
396,4,30,69,38,3,-69,-34,-16
397,-9,36,59,29,-11,-63,-28,-14
398,-11,33,51,24,-17,-68,-36,-8
399,0,45,52,20,-7,-64,-28,-2
400,21,57,32,11,-14,-58,-17,0
401,19,56,24,23,-7,-46,-10,6
402,26,59,18,24,1,-38,-13,15
403,44,72,6,25,3,-28,-1,24
404,55,82,9,24,17,-14,7,29
405,62,92,21,24,15,-7,15,39
406,64,99,28,22,21,-11,30,45
407,59,81,16,21,16,-15,26,40
408,67,86,16,17,2,-8,19,32
409,69,81,28,21,5,-15,22,26
410,73,80,31,30,11,-21,14,26
411,89,68,37,34,14,-31,11,25
412,73,61,36,30,10,-30,11,14
413,75,54,38,31,2,-39,6,13
414,70,43,34,36,-9,-37,2,11
415,59,41,37,38,-2,-34,8,1
416,60,36,44,40,0,-45,10,15
417,47,16,33,33,5,-32,7,7
418,34,17,38,22,-8,-37,0,0
419,39,15,44,15,-10,-45,-15,-3
420,39,10,49,13,-12,-59,-18,-5
421,20,6,45,11,-29,-71,-23,-24
422,3,1,41,5,-37,-71,-45,-24
423,9,5,37,13,-29,-72,-46,-29
424,15,7,37,18,-35,-77,-46,-35
425,13,4,50,18,-31,-75,-52,-39
426,6,-1,62,25,-28,-72,-51,-35
427,-2,-13,45,29,-44,-68,-59,-41
428,-2,-25,54,21,-57,-67,-63,-37
429,-3,-13,58,22,-45,-82,-62,-49
430,-7,-20,60,30,-37,-93,-58,-59
431,15,-26,61,41,-27,-79,-55,-51
432,6,-24,66,36,-33,-82,-60,-61
433,9,-17,76,23,-40,-85,-75,-51
434,14,-26,78,28,-52,-79,-80,-35
435,13,-30,66,21,-49,-80,-76,-51
436,10,-39,53,21,-58,-69,-78,-53
437,-2,-51,34,38,-76,-69,-73,-53
438,-3,-53,41,26,-72,-99,-77,-69
439,6,-44,52,19,-66,-113,-68,-51
440,7,-46,32,9,-67,-114,-72,-51
441,13,-37,51,12,-57,-94,-80,-60
442,10,-36,42,9,-69,-89,-71,-32
443,30,-23,15,0,-55,-83,-77,-52
444,53,-16,29,27,-52,-82,-84,-43
445,47,-25,15,36,-61,-60,-63,-29
446,50,-11,7,17,-49,-64,-69,-41
447,30,-18,9,31,-54,-63,-69,-33
448,48,-21,7,15,-45,-64,-74,-45
449,35,-25,22,22,-46,-78,-84,-42
450,24,-35,34,0,-49,-76,-79,-50
451,41,-33,32,4,-57,-121,-101,-68
452,40,-42,48,0,-63,-123,-96,-62
453,10,-57,58,-13,-47,-130,-109,-107
454,-3,-56,88,13,-42,-138,-113,-85
455,-24,-90,57,18,-37,-120,-132,-117
456,-35,-82,73,40,-41,-128,-125,-125
457,-62,-95,81,35,-23,-126,-110,-136
458,-95,-113,60,66,-9,-121,-117,-145
459,-106,-107,91,80,11,-110,-104,-140
460,-195,-149,150,164,50,-139,-126,-125
461,-219,-148,178,249,115,-160,-132,-168
462,-192,-127,202,268,157,-104,-142,-162
463,-172,-93,237,322,195,-83,-140,-170
464,-206,-113,295,344,229,-92,-174,-191
465,-171,-99,258,343,199,-51,-154,-190
466,-130,-78,259,370,257,14,-136,-119
467,-55,-4,287,426,272,161,-56,-90
468,16,44,273,479,365,277,43,-31
469,72,44,229,462,396,363,135,80
470,111,96,174,419,401,492,266,175
471,192,218,146,410,399,582,393,315
472,288,336,61,242,404,703,604,427
473,289,417,-19,33,264,800,808,625
474,280,498,-159,-268,64,822,943,765
475,227,590,-329,-626,-166,782,1067,870
476,262,743,-502,-909,-431,811,1152,983
477,300,795,-614,-1152,-553,835,1265,1067
478,329,827,-713,-1291,-739,805,1353,1217
479,298,839,-779,-1447,-859,758,1355,1223
480,253,781,-841,-1483,-1094,574,1264,1159
481,159,678,-820,-1518,-1247,399,1118,1070
482,91,614,-748,-1494,-1344,156,870,867
483,19,455,-722,-1466,-1420,-67,615,709
484,-54,290,-720,-1438,-1575,-338,332,557
485,-112,118,-648,-1379,-1709,-646,29,384
486,-182,-25,-604,-1352,-1753,-914,-242,133
487,-178,-117,-569,-1303,-1738,-1065,-430,-34
488,-172,-196,-509,-1199,-1635,-1117,-506,-95
489,-108,-232,-504,-1126,-1477,-1058,-556,-150
490,-93,-249,-481,-999,-1285,-948,-542,-168
491,-78,-241,-482,-879,-1127,-893,-517,-193
492,-52,-256,-428,-782,-935,-760,-483,-259
493,-37,-263,-382,-615,-762,-660,-502,-263
494,-8,-266,-317,-517,-626,-572,-435,-242
495,-50,-227,-247,-398,-566,-521,-408,-219
496,-63,-164,-174,-342,-493,-420,-370,-254
497,-93,-124,-137,-261,-370,-342,-273,-230
498,-91,-99,-85,-183,-257,-239,-206,-171
499,-79,-59,-49,-125,-170,-230,-167,-133
500,-77,-11,-23,-128,-159,-215,-150,-154
501,-56,28,25,-83,-157,-220,-149,-142
502,-87,20,19,-47,-153,-223,-166,-150
503,-69,50,29,-43,-148,-228,-170,-134
504,-44,25,46,-14,-133,-218,-150,-121
505,-20,27,35,22,-97,-175,-131,-102
506,-18,5,57,40,-47,-182,-116,-80
507,-26,-16,76,65,-33,-133,-125,-72
508,-44,-12,86,63,-30,-120,-109,-59
509,-53,-36,97,62,-22,-87,-107,-63
510,-54,-39,86,72,-6,-74,-97,-57
511,-52,-36,108,66,16,-81,-94,-55
512,-62,-17,88,53,19,-85,-93,-68
513,-55,-31,95,48,13,-94,-87,-69
514,-44,-28,82,59,6,-98,-99,-71
515,-51,-15,94,43,12,-79,-92,-79
516,-35,-13,84,49,31,-67,-82,-64
517,-18,-20,85,54,36,-66,-93,-65
518,0,-23,87,76,24,-71,-87,-54
519,-13,-29,73,84,9,-69,-76,-64
520,-17,-44,81,86,13,-72,-89,-76
521,-13,-45,77,75,11,-77,-100,-77
522,-16,-45,64,58,16,-75,-95,-83
523,-25,-43,64,63,12,-68,-98,-84
524,-30,-36,42,57,15,-71,-99,-96
525,-33,-37,56,62,28,-71,-101,-94
526,-23,-39,69,67,25,-78,-92,-82
527,-34,-31,65,60,24,-80,-89,-93
528,-42,-36,77,66,25,-74,-103,-77
529,-33,-36,79,60,30,-74,-99,-77
530,-30,-20,92,65,30,-71,-89,-75
531,-34,-25,89,70,28,-64,-82,-71
532,-37,-41,91,69,27,-52,-84,-80
533,-31,-45,94,72,25,-52,-82,-78
534,-28,-45,89,68,22,-60,-86,-82
535,-28,-35,81,65,25,-57,-91,-77
536,-40,-40,63,58,33,-50,-90,-80
537,-41,-54,64,57,37,-50,-94,-90
538,-34,-45,66,59,21,-61,-91,-86
539,-43,-48,65,59,26,-51,-95,-90
540,-45,-57,62,64,34,-48,-99,-93
541,-41,-57,69,59,40,-46,-91,-93
542,-34,-47,78,64,35,-43,-86,-85
543,-31,-35,73,65,25,-40,-82,-79
544,-39,-42,70,50,34,-32,-78,-78
545,-41,-43,63,43,34,-35,-78,-83
546,-34,-32,64,43,29,-35,-73,-82
547,-40,-32,72,45,45,-31,-74,-81
548,-36,-31,82,55,53,-40,-86,-84
549,-35,-35,67,50,50,-41,-87,-86
550,-43,-35,68,46,48,-31,-90,-89
551,-38,-31,70,49,44,-37,-95,-93
552,-39,-41,57,43,38,-33,-96,-101
553,-47,-50,50,38,35,-23,-95,-103
554,-51,-42,47,38,29,-35,-85,-96
555,-51,-26,59,42,46,-25,-77,-87
556,-48,-23,71,56,46,-10,-71,-87
557,-49,-18,73,59,48,5,-64,-85
558,-46,-29,78,47,43,6,-66,-87
559,-43,-47,68,40,40,-2,-81,-94
560,-50,-42,65,48,46,-2,-82,-94
561,-52,-41,60,48,50,1,-70,-96
562,-44,-36,67,48,47,4,-75,-96
563,-42,-26,77,49,44,9,-72,-92
564,-47,-26,65,45,53,12,-65,-91
565,-51,-17,51,42,51,11,-57,-88
566,-42,-15,48,37,42,17,-55,-88
567,-33,-15,45,34,54,19,-60,-88
568,-27,0,41,36,53,2,-59,-85
569,-28,-3,44,40,62,4,-64,-81
570,-34,-9,53,49,73,16,-64,-84
571,-45,-4,63,46,69,32,-58,-90
572,-43,-1,85,57,68,35,-48,-82
573,-37,0,75,59,71,34,-44,-68
574,-35,4,78,46,72,41,-43,-68
575,-33,4,74,48,68,34,-33,-70
576,-40,-1,67,44,56,41,-41,-70
577,-38,-6,61,40,57,49,-42,-71
578,-32,-4,51,43,65,45,-39,-77
579,-28,-2,51,53,86,55,-33,-69
580,-22,7,55,72,99,66,-19,-69
581,-13,13,48,85,108,79,-6,-61
582,-5,14,48,87,108,96,-2,-55
583,-10,20,45,76,111,110,-7,-54
584,-9,26,39,74,119,109,-1,-44
585,-5,41,29,71,122,113,5,-36
586,0,51,39,71,123,119,16,-36
587,-2,48,39,70,123,127,38,-24
588,-5,46,47,79,135,138,40,-19
589,1,55,44,81,141,145,51,-13
590,1,56,41,82,143,156,66,-6
591,5,63,39,79,153,165,75,4
592,20,77,34,93,150,176,84,13
593,33,83,31,87,158,194,92,21
594,26,78,43,87,167,199,95,29
595,23,87,29,77,158,215,112,36
596,26,99,31,85,164,228,123,47
597,31,94,31,90,171,242,138,67
598,35,106,14,84,178,243,152,61
599,33,106,12,84,179,246,163,63
600,37,112,19,97,178,244,167,85
601,51,127,5,80,177,242,177,95
602,60,144,-4,85,182,257,183,108
603,79,159,-5,85,192,275,196,114
604,78,163,-4,90,205,282,205,125
605,76,153,-20,91,198,295,211,131
606,86,165,-19,101,205,301,216,138
607,98,178,-21,104,209,311,232,151
608,100,189,-28,112,219,313,236,153
609,108,199,-31,108,215,319,241,166
610,109,203,-35,100,212,324,255,179
611,118,193,-53,103,197,324,259,178
612,124,192,-54,108,192,326,265,182
613,130,195,-55,108,207,342,278,183
614,128,190,-57,111,221,346,275,193
615,130,184,-60,115,224,349,282,194
616,128,201,-57,122,235,352,291,201
617,123,215,-55,129,238,353,291,200
618,123,224,-50,131,239,361,291,198
619,125,224,-51,126,229,354,281,189
620,119,225,-49,121,225,339,278,193
621,110,223,-51,123,223,335,276,186
622,108,228,-36,128,222,322,269,186
623,102,224,-30,127,228,324,259,181
624,83,214,-32,120,221,325,251,178
625,75,196,-30,127,204,303,240,161
626,71,198,-28,124,197,286,234,156
627,69,208,-23,124,195,274,220,151
628,61,200,-21,118,188,263,219,150
629,59,192,-14,116,177,252,205,138
630,53,178,-6,111,164,237,190,141
631,40,165,-8,114,159,229,175,120
632,33,151,-6,104,165,216,158,111
633,35,136,-9,108,157,201,141,99
634,24,128,-18,95,133,194,128,85
635,20,109,5,101,120,174,115,81
636,16,90,9,97,109,142,101,68
637,6,90,10,94,95,122,82,54
