,I,II,v1,v2,v3,v4,v5,v6
124,124,149,56,418,312,365,243,211
125,88,120,70,398,284,353,232,186
126,65,83,74,368,263,302,213,164
127,50,96,98,355,254,269,206,161
128,27,93,117,334,234,262,200,138
129,6,95,130,333,240,265,202,139
130,1,84,131,319,209,277,178,126
131,-19,63,137,304,214,269,152,94
132,-25,54,159,285,197,243,129,94
133,-45,43,146,263,164,218,98,73
134,-58,35,150,245,143,193,79,53
135,-50,37,159,224,117,183,79,43
136,-49,46,152,203,96,158,72,21
137,-69,32,163,207,93,151,66,31
138,-49,24,157,187,91,137,58,23
139,-34,12,156,174,88,100,36,9
140,-44,5,142,163,55,93,25,8
141,-38,9,144,151,55,79,23,2
142,-47,6,168,148,57,67,29,1
143,-41,-1,168,138,47,59,20,17
144,-37,-7,175,139,56,55,24,11
145,-62,-25,181,132,60,60,34,6
146,-68,-37,171,126,44,51,13,0
147,-70,-52,159,103,39,39,3,-8
148,-81,-54,145,69,26,30,0,-12
149,-76,-55,143,68,10,16,-7,-8
150,-85,-59,131,63,5,12,-21,-13
151,-96,-73,129,57,1,11,-22,-19
152,-94,-74,121,58,-9,-1,-31,-24
153,-100,-73,117,59,-8,-8,-37,-33
154,-86,-66,111,58,3,-14,-44,-32
155,-68,-58,97,58,-4,-18,-51,-29
156,-62,-46,82,47,-5,-17,-50,-29
157,-46,-48,80,41,-10,-14,-55,-23
158,-39,-39,78,60,-1,-7,-33,-12
159,-31,-34,79,63,7,3,-23,-3
160,-32,-38,85,68,21,16,-14,-7
161,-30,-38,83,67,21,13,-11,-2
162,-28,-47,90,61,23,16,-19,-11
163,-33,-58,97,57,15,-3,-22,-9
164,-41,-63,87,49,5,-8,-22,-18
165,-38,-66,79,37,0,-11,-26,-19
166,-42,-68,69,29,0,-9,-26,-16
167,-48,-66,72,22,-4,-8,-27,-14
168,-54,-70,70,19,-7,-14,-37,-10
169,-67,-81,72,9,-15,-15,-39,-21
170,-62,-75,80,6,-25,-26,-42,-19
171,-72,-82,69,2,-23,-24,-44,-25
172,-75,-78,58,9,-27,-20,-57,-31
173,-64,-79,58,11,-36,-34,-59,-31
174,-61,-72,58,3,-34,-49,-55,-38
175,-53,-70,56,-4,-38,-46,-61,-32
176,-65,-68,48,0,-38,-39,-58,-28
177,-59,-66,44,-4,-34,-35,-61,-27
178,-53,-59,48,0,-41,-31,-50,-25
179,-51,-60,41,-1,-36,-27,-41,-27
180,-54,-64,32,1,-26,-26,-49,-30
181,-48,-65,30,0,-27,-29,-54,-24
182,-42,-63,29,-14,-36,-33,-51,-31
183,-35,-60,31,-24,-52,-45,-56,-26
184,-44,-66,19,-26,-53,-42,-57,-22
185,-47,-58,10,-29,-49,-42,-56,-20
186,-38,-50,7,-37,-42,-38,-54,-22
187,-42,-49,13,-41,-49,-49,-58,-29
188,-45,-50,16,-40,-51,-60,-64,-28
189,-47,-61,16,-45,-53,-56,-73,-31
190,-43,-51,13,-52,-67,-52,-77,-39
191,-47,-54,10,-57,-74,-64,-91,-47
192,-46,-65,5,-53,-70,-66,-100,-53
193,-44,-66,4,-47,-74,-69,-93,-56
194,-49,-57,0,-54,-84,-72,-95,-66
195,-48,-62,4,-64,-87,-73,-103,-55
196,-55,-62,-2,-73,-95,-71,-96,-62
197,-56,-61,-1,-77,-95,-81,-98,-68
198,-46,-64,1,-79,-107,-83,-98,-64
199,-49,-70,-10,-81,-103,-89,-107,-73
200,-53,-73,-10,-77,-106,-92,-123,-78
201,-49,-84,-23,-86,-115,-100,-124,-81
202,-52,-85,-33,-91,-115,-100,-128,-92
203,-53,-77,-32,-86,-123,-103,-130,-97
204,-46,-79,-44,-95,-127,-106,-132,-100
205,-50,-79,-50,-97,-131,-107,-134,-89
206,-46,-78,-58,-103,-142,-110,-135,-88
207,-45,-72,-54,-102,-131,-110,-133,-94
208,-51,-66,-46,-93,-128,-112,-129,-98
209,-56,-67,-54,-97,-139,-111,-137,-94
210,-49,-69,-45,-108,-131,-111,-142,-93
211,-48,-71,-45,-104,-131,-119,-141,-101
212,-49,-76,-43,-95,-137,-119,-145,-102
213,-53,-85,-42,-98,-139,-123,-138,-99
214,-57,-85,-29,-106,-140,-122,-134,-100
215,-47,-77,-33,-114,-144,-124,-137,-91
216,-59,-74,-44,-116,-141,-123,-139,-96
217,-67,-61,-41,-120,-139,-133,-136,-97
218,-59,-58,-37,-124,-146,-130,-131,-99
219,-63,-68,-38,-119,-141,-115,-130,-99
220,-67,-68,-36,-112,-139,-118,-136,-97
221,-71,-73,-38,-117,-135,-122,-144,-89
222,-83,-70,-31,-121,-134,-126,-143,-93
223,-77,-54,-33,-136,-148,-135,-138,-96
224,-78,-60,-34,-134,-148,-130,-127,-87
225,-81,-56,-42,-126,-145,-121,-114,-84
226,-76,-47,-36,-131,-146,-117,-116,-82
227,-70,-49,-25,-128,-134,-112,-115,-69
228,-73,-36,-24,-114,-135,-110,-102,-65
229,-60,-17,-28,-112,-125,-98,-102,-61
230,-53,-18,-26,-99,-104,-80,-100,-62
231,-54,-12,-30,-104,-115,-83,-102,-61
232,-56,-4,-24,-107,-109,-87,-96,-58
233,-56,-6,-30,-105,-105,-89,-89,-49
234,-53,11,-35,-102,-110,-83,-87,-54
235,-62,13,-19,-102,-111,-80,-93,-52
236,-60,12,-17,-96,-103,-87,-87,-53
237,-45,31,-21,-97,-110,-96,-88,-49
238,-38,30,-26,-95,-110,-90,-89,-53
239,-38,32,-23,-96,-103,-83,-83,-46
240,-29,46,-29,-93,-97,-78,-79,-38
241,-27,45,-32,-88,-99,-71,-81,-30
242,-21,47,-37,-79,-95,-73,-77,-29
243,-32,56,-43,-83,-99,-62,-67,-21
244,-24,59,-58,-94,-83,-52,-61,-29
245,-18,60,-56,-95,-85,-52,-52,-12
246,-9,70,-70,-115,-80,-59,-43,-4
247,-22,68,-80,-125,-76,-54,-35,-4
248,-25,75,-94,-132,-71,-45,-42,6
249,-15,91,-95,-139,-67,-45,-32,7
250,4,107,-107,-142,-60,-37,-24,15
251,4,113,-98,-133,-58,-27,-9,21
252,10,116,-93,-130,-47,-18,-4,28
253,22,98,-107,-129,-49,-14,0,35
254,28,97,-99,-127,-53,-5,0,34
255,34,95,-85,-122,-53,-11,1,38
256,27,83,-81,-114,-42,-21,2,35
257,19,54,-82,-116,-53,-27,-2,19
258,9,45,-83,-125,-65,-20,-4,3
259,12,34,-66,-118,-65,-22,-8,5
260,23,28,-57,-115,-75,-34,-9,3
261,19,18,-58,-115,-77,-48,-11,-2
262,0,8,-72,-121,-85,-51,-23,-2
263,0,13,-73,-123,-87,-51,-29,-13
264,8,10,-80,-121,-86,-55,-34,-15
265,-10,-2,-70,-121,-82,-55,-41,-26
266,-10,0,-66,-113,-71,-65,-35,-18
267,-21,-2,-76,-118,-69,-68,-30,-26
268,-30,-3,-63,-124,-79,-58,-36,-20
269,-45,13,-63,-128,-81,-70,-38,-22
270,-46,8,-56,-134,-76,-87,-44,-20
271,-45,16,-58,-129,-84,-93,-58,-37
272,-55,15,-65,-140,-93,-93,-73,-46
273,-62,5,-60,-132,-104,-91,-75,-52
274,-46,-1,-45,-118,-118,-94,-98,-48
275,-38,-11,-26,-101,-120,-100,-109,-49
276,-47,-23,-20,-98,-131,-107,-102,-51
277,-43,-27,-21,-67,-141,-106,-98,-56
278,-36,-56,-11,-52,-138,-98,-101,-80
279,-13,-71,7,-42,-138,-97,-107,-75
280,-10,-89,7,-47,-130,-106,-92,-77
281,-7,-99,6,-50,-118,-107,-93,-78
282,-7,-107,1,-46,-124,-95,-86,-65
283,-12,-116,-5,-49,-107,-90,-81,-68
284,-10,-116,-8,-60,-90,-98,-83,-76
285,-26,-118,-6,-74,-87,-101,-84,-75
286,-39,-94,-9,-79,-78,-114,-86,-69
287,-61,-71,-3,-102,-77,-125,-76,-71
288,-59,-52,-21,-105,-93,-107,-82,-59
289,-65,-29,-22,-106,-86,-111,-75,-61
290,-56,-25,-22,-117,-92,-116,-76,-46
291,-66,-18,-38,-113,-104,-116,-87,-46
292,-66,-21,-35,-105,-113,-131,-101,-50
293,-68,-26,-44,-102,-131,-122,-94,-63
294,-57,-51,-32,-94,-118,-130,-100,-58
295,-60,-71,-21,-76,-119,-113,-105,-63
296,-58,-79,-7,-77,-120,-111,-101,-55
297,-53,-101,2,-50,-120,-107,-103,-51
298,-62,-110,9,-43,-121,-100,-104,-59
299,-56,-111,33,-45,-113,-113,-106,-64
300,-69,-124,53,-43,-97,-112,-111,-69
301,-58,-135,47,-45,-100,-129,-120,-81
302,-74,-147,61,-50,-105,-134,-134,-96
303,-82,-170,62,-41,-106,-142,-124,-102
304,-82,-179,52,-37,-126,-143,-132,-122
305,-84,-199,60,-30,-97,-127,-134,-115
306,-81,-239,50,-11,-90,-135,-139,-121
307,-78,-206,56,6,-82,-130,-139,-126
308,-72,-230,80,-8,-38,-138,-193,-119
309,-58,-217,91,47,-15,-170,-201,-148
310,-86,-223,122,22,-34,-153,-216,-162
311,-107,-208,133,65,-13,-160,-225,-189
312,-96,-215,177,67,17,-115,-219,-187
313,-81,-171,172,157,79,-52,-186,-190
314,-36,-178,212,264,180,52,-136,-153
315,-6,-109,248,446,333,153,-16,-89
316,-7,-85,333,610,487,295,93,-31
317,51,-57,375,804,701,464,164,12
318,120,0,391,972,797,629,311,92
319,160,110,402,1047,941,756,453,173
320,209,248,417,1108,995,905,627,266
321,295,388,385,1129,1083,1034,763,424
322,351,507,325,1052,1073,1158,922,531
323,413,649,224,881,1027,1200,1003,619
324,423,747,97,685,848,1181,1048,669
325,416,769,0,417,599,1060,1018,701
326,394,752,-152,192,312,847,928,697
327,347,731,-206,-72,6,599,753,623
328,316,641,-289,-308,-310,238,563,499
329,232,519,-324,-520,-666,-46,339,375
330,163,363,-354,-655,-985,-367,175,310
331,64,269,-370,-816,-1214,-567,16,227
332,-46,189,-414,-939,-1362,-746,-127,119
333,-112,90,-401,-982,-1389,-765,-221,55
334,-120,32,-413,-1001,-1348,-815,-288,20
335,-170,-30,-393,-988,-1335,-824,-295,-11
336,-178,-33,-398,-990,-1222,-834,-355,-36
337,-194,-102,-356,-958,-1117,-796,-352,-67
338,-204,-91,-311,-863,-994,-777,-367,-76
339,-196,-144,-295,-829,-863,-737,-373,-108
340,-186,-141,-257,-746,-742,-667,-393,-165
341,-188,-185,-235,-690,-697,-644,-396,-176
342,-206,-155,-192,-629,-601,-585,-394,-179
343,-227,-165,-160,-569,-525,-522,-358,-168
344,-204,-134,-137,-511,-439,-413,-306,-147
345,-196,-116,-126,-426,-371,-342,-243,-124
346,-177,-82,-81,-330,-249,-238,-180,-85
347,-175,-98,-69,-245,-184,-167,-134,-68
348,-166,-82,-42,-168,-89,-102,-106,-62
349,-155,-95,-25,-131,-78,-75,-102,-75
350,-150,-98,-21,-107,-62,-68,-80,-81
351,-143,-108,-13,-93,-51,-71,-92,-77
352,-135,-122,-18,-69,-25,-78,-93,-79
353,-129,-124,-15,-62,-45,-99,-92,-85
354,-135,-137,2,-56,-33,-106,-92,-84
355,-122,-124,17,-57,-24,-103,-81,-73
356,-116,-140,22,-52,5,-86,-73,-65
357,-115,-150,36,-37,10,-78,-75,-58
358,-120,-147,50,-28,17,-72,-59,-41
359,-136,-154,53,-32,13,-78,-55,-41
360,-131,-167,54,-18,12,-73,-72,-39
361,-132,-160,58,-24,22,-76,-76,-58
362,-132,-169,47,-28,38,-81,-70,-64
363,-132,-180,41,-24,24,-81,-59,-50
364,-127,-175,25,-27,26,-83,-65,-60
365,-118,-168,55,-25,41,-63,-60,-44
366,-109,-168,50,-23,49,-61,-33,-23
367,-118,-148,48,-12,60,-52,-23,-27
368,-101,-145,62,9,65,-30,-29,1
369,-93,-153,50,23,76,-24,-19,1
370,-93,-138,53,33,96,-17,-18,-8
371,-81,-138,62,41,95,-24,-18,-4
372,-79,-141,54,48,99,-17,-15,-18
373,-77,-152,46,44,98,-12,-17,-9
374,-68,-155,24,46,110,-6,-7,-9
375,-59,-134,27,56,120,-3,-3,-7
376,-58,-141,23,60,131,-6,-2,-13
377,-66,-146,30,69,139,3,1,-13
378,-60,-142,36,75,136,3,4,1
379,-67,-150,34,69,128,-3,-3,6
380,-74,-149,39,71,128,3,-3,7
381,-71,-139,43,70,132,-2,6,0
382,-68,-137,41,78,131,-6,9,-1
383,-60,-125,41,87,123,-10,16,12
384,-56,-124,36,81,130,-2,13,6
385,-55,-129,45,88,137,11,17,12
386,-53,-125,37,99,149,19,21,17
387,-50,-116,38,105,160,26,15,20
388,-38,-108,41,108,167,27,19,23
389,-32,-102,34,117,169,24,29,31
390,-27,-105,43,128,180,26,29,31
391,-21,-108,52,133,180,23,30,34
392,-21,-110,54,129,180,32,35,23
393,-16,-117,46,138,182,38,34,32
394,-17,-124,34,139,186,40,33,32
395,-16,-115,37,143,192,31,34,34
396,-8,-112,35,147,201,33,36,27
397,-12,-113,45,156,206,47,39,29
398,-9,-107,49,154,208,42,47,29
399,-8,-98,45,165,224,46,49,38
400,-3,-87,54,175,240,62,52,41
401,8,-80,55,191,253,68,65,52
402,15,-75,59,202,266,75,68,52
403,27,-61,66,216,280,79,67,57
404,26,-61,69,226,288,85,78,61
405,38,-61,56,224,300,83,84,67
406,43,-57,53,237,305,105,90,63
407,54,-46,62,262,312,121,92,77
408,62,-40,57,259,329,112,105,71
409,58,-35,55,275,348,119,108,78
410,63,-37,52,280,362,129,109,83
411,79,-38,56,302,382,148,116,92
412,87,-27,59,314,399,158,120,94
413,104,-14,74,332,423,163,124,99
414,107,-5,76,354,435,177,141,118
415,127,8,60,360,452,189,161,133
416,142,7,58,367,466,226,178,133
417,157,9,50,396,485,246,182,141
418,163,10,43,405,512,235,184,130
419,165,8,41,408,534,242,179,142
420,157,10,25,404,545,254,178,134
421,160,8,17,414,550,268,182,130
422,158,8,2,405,552,278,191,126
423,170,27,10,411,581,286,194,134
424,182,41,10,416,581,289,209,153
425,193,51,-1,423,587,298,228,162
426,188,47,2,431,583,313,235,167
427,208,61,-12,435,597,313,239,164
428,215,59,-12,441,607,323,235,164
429,224,57,-19,442,611,326,231,177
430,217,69,-30,439,612,323,240,170
431,233,71,-34,448,609,329,246,171
432,234,61,-42,448,603,332,248,162
433,237,83,-38,439,610,345,252,172
434,234,75,-37,428,613,345,266,194
435,242,77,-61,427,608,344,270,193
436,232,92,-81,421,589,350,271,190
437,227,100,-77,396,583,347,275,184
438,224,93,-71,391,569,337,277,196
439,224,91,-69,366,542,323,265,194
440,217,99,-53,360,517,300,270,202
441,204,97,-33,344,503,284,258,191
442,187,92,-22,352,494,277,246,185
443,176,92,-18,327,468,273,243,167
444,150,88,-1,318,449,265,230,182
445,129,92,-11,299,417,256,231,176
446,126,113,-15,290,383,246,219,179
447,124,103,-1,263,365,234,216,182
448,111,89,-16,259,326,217,215,179
449,98,68,-17,248,291,210,196,152
450,99,56,4,254,271,186,180,150
451,89,55,8,238,245,166,162,145
452,89,48,9,228,241,151,139,143
453,74,30,20,213,217,145,125,112
454,53,32,20,202,194,138,114,112
455,24,23,7,186,157,134,98,96
456,39,32,21,179,141,117,80,96
457,37,17,22,165,127,90,78,93
458,31,12,4,152,118,79,66,74
459,28,-4,21,145,102,65,59,58
460,25,-16,35,144,76,53,54,47
461,6,-20,19,121,58,42,42,49
462,17,-23,34,104,57,37,32,55
463,17,-18,31,101,47,11,27,41
464,1,-22,26,76,27,5,10,27
465,-20,-47,13,68,12,4,0,13
466,-20,-51,14,69,3,-9,-13,4
467,-24,-64,13,54,-3,-22,-24,-1
468,-35,-60,6,42,-10,-31,-27,-13
469,-32,-49,9,39,-15,-41,-14,-11
470,-25,-62,10,30,-31,-43,-17,-9
471,-34,-60,9,21,-28,-40,-18,-7
472,-38,-64,27,16,-29,-48,-19,-3
473,-42,-66,23,13,-35,-61,-23,0
474,-52,-68,40,5,-39,-63,-31,-8
475,-51,-66,41,0,-41,-73,-34,-12
476,-54,-69,39,-3,-35,-64,-38,-15
477,-61,-77,47,-1,-42,-63,-40,-13
478,-61,-73,60,-4,-55,-73,-36,-17
479,-61,-68,57,-10,-59,-71,-37,-16
480,-58,-67,48,-7,-58,-68,-35,-12
481,-57,-65,50,-9,-49,-66,-30,-16
482,-55,-58,40,-8,-42,-64,-33,-17
483,-54,-61,46,-7,-41,-64,-42,-20
484,-53,-56,55,-3,-43,-68,-38,-19
485,-52,-54,61,-5,-44,-78,-36,-14
486,-53,-59,63,0,-50,-72,-39,-17
487,-49,-56,62,1,-52,-78,-38,-16
488,-56,-71,67,-3,-48,-80,-34,-18
489,-58,-75,60,-7,-57,-80,-38,-26
490,-56,-75,54,-5,-64,-82,-45,-23
491,-62,-88,57,-2,-66,-77,-44,-19
492,-58,-87,46,-11,-70,-78,-42,-23
493,-64,-87,54,-13,-66,-75,-45,-28
494,-62,-82,54,-4,-64,-81,-41,-21
495,-54,-69,53,-9,-64,-83,-40,-17
496,-54,-64,54,-8,-56,-76,-41,-22
497,-52,-60,57,-12,-65,-82,-38,-27
498,-48,-52,57,-13,-69,-76,-38,-17
499,-55,-60,57,-18,-67,-76,-44,-15
500,-54,-60,48,-15,-73,-76,-47,-22
501,-55,-61,39,-15,-82,-80,-45,-24
502,-50,-67,40,-12,-76,-91,-46,-30
503,-41,-62,49,-16,-81,-98,-41,-20
504,-45,-71,45,-32,-79,-97,-37,-22
505,-50,-80,37,-35,-87,-90,-40,-25
506,-46,-79,28,-39,-97,-81,-38,-11
507,-57,-83,34,-45,-89,-82,-39,-16
508,-54,-73,39,-38,-85,-91,-42,-13
509,-58,-74,30,-38,-93,-95,-41,-16
510,-58,-69,35,-42,-91,-96,-45,-24
511,-55,-71,46,-49,-97,-102,-45,-24
512,-56,-74,31,-50,-93,-95,-51,-33
513,-58,-84,33,-52,-98,-94,-53,-33
514,-57,-79,35,-50,-108,-95,-45,-23
515,-61,-75,32,-55,-107,-97,-43,-21
516,-62,-80,31,-55,-108,-99,-48,-22
517,-59,-82,28,-55,-112,-105,-42,-25
518,-64,-88,32,-56,-107,-108,-37,-28
519,-68,-101,34,-65,-109,-104,-43,-30
520,-69,-99,33,-63,-113,-104,-50,-30
521,-68,-102,29,-63,-116,-112,-51,-29
522,-68,-107,22,-69,-122,-105,-50,-27
523,-72,-99,26,-68,-122,-102,-45,-30
524,-70,-100,23,-74,-114,-107,-52,-34
525,-68,-100,22,-78,-120,-106,-59,-29
526,-73,-92,21,-73,-125,-111,-57,-30
527,-74,-91,32,-82,-130,-119,-55,-30
528,-66,-83,30,-85,-136,-106,-47,-30
529,-63,-89,19,-83,-134,-96,-48,-29
530,-56,-97,15,-83,-128,-97,-52,-27
531,-58,-99,15,-84,-136,-108,-56,-31
532,-52,-101,22,-72,-138,-122,-62,-33
533,-42,-105,18,-77,-147,-128,-53,-33
534,-51,-120,12,-89,-140,-112,-53,-37
535,-60,-130,4,-90,-141,-114,-56,-39
536,-62,-117,2,-101,-149,-115,-47,-34
537,-59,-108,3,-101,-135,-120,-43,-27
538,-64,-105,2,-78,-133,-130,-49,-40
539,-70,-96,10,-74,-121,-118,-45,-39
540,-66,-93,31,-75,-116,-116,-51,-43
541,-60,-92,30,-80,-125,-122,-68,-32
542,-71,-96,25,-88,-130,-110,-72,-37
543,-71,-95,15,-95,-140,-106,-65,-37
544,-76,-85,16,-93,-144,-111,-48,-26
545,-68,-66,16,-103,-146,-120,-41,-12
546,-64,-69,27,-103,-143,-129,-32,-19
547,-65,-64,19,-96,-146,-121,-21,-15
548,-65,-59,8,-102,-143,-106,-24,-16
549,-58,-55,8,-102,-123,-100,-31,-10
550,-49,-43,4,-91,-108,-86,-26,-8
551,-38,-32,-1,-86,-101,-82,-21,-4
552,-36,-16,16,-76,-88,-84,-9,4
553,-20,25,29,-72,-90,-88,-1,27
554,-29,33,30,-73,-90,-78,8,26
555,-39,39,18,-71,-86,-71,20,32
556,-29,52,14,-56,-85,-62,26,35
557,-15,50,20,-47,-66,-50,18,42
558,-15,61,14,-46,-66,-54,23,37
559,1,64,6,-41,-78,-55,22,42
560,9,57,-24,-35,-84,-44,27,40
561,18,84,-10,-33,-84,-24,40,51
562,41,93,-36,-47,-67,-27,54,57
563,37,107,-46,-41,-65,-14,60,77
564,66,130,-54,-54,-58,-7,62,95
565,70,133,-40,-56,-64,-12,62,93
566,78,139,-49,-70,-61,1,66,93
567,67,120,-54,-82,-80,-16,50,79
568,85,112,-48,-78,-72,-19,53,79
569,68,87,-35,-81,-87,-52,42,55
570,65,82,-22,-82,-92,-78,24,43
571,52,55,-22,-78,-105,-98,25,26
572,39,37,-23,-92,-122,-102,6,14
573,22,12,-6,-104,-116,-97,-9,-5
574,6,13,-25,-102,-128,-101,-17,-3
575,-9,-14,-16,-99,-132,-102,-14,-14
576,-26,-18,-4,-94,-160,-123,-16,-9
577,-44,-25,-11,-95,-154,-126,-5,-15
578,-57,-41,-9,-103,-167,-124,-18,-22
579,-64,-56,-5,-104,-162,-131,-17,-26
580,-76,-66,-1,-107,-155,-144,-22,-26
581,-82,-74,5,-113,-159,-142,-46,-43
582,-95,-92,21,-116,-164,-144,-56,-42
583,-95,-99,4,-128,-175,-162,-66,-58
584,-91,-116,5,-123,-178,-168,-92,-55
585,-105,-113,11,-122,-189,-173,-99,-68
586,-113,-116,17,-132,-173,-179,-102,-74
587,-127,-122,19,-123,-195,-172,-111,-83
588,-116,-129,7,-122,-212,-176,-123,-96
589,-111,-128,15,-116,-209,-188,-121,-81
590,-108,-140,8,-134,-211,-186,-108,-91
591,-99,-134,1,-130,-210,-185,-103,-95
592,-88,-143,-7,-120,-215,-192,-115,-86
593,-85,-141,0,-121,-213,-186,-117,-85
594,-72,-151,10,-132,-204,-189,-127,-91
595,-70,-167,14,-126,-214,-201,-129,-92
596,-63,-166,20,-125,-228,-199,-125,-88
597,-51,-157,20,-113,-218,-205,-117,-77
598,-48,-172,3,-112,-199,-192,-126,-102
599,-32,-165,12,-107,-206,-190,-115,-94
600,-29,-168,20,-113,-204,-193,-97,-74
601,-27,-178,18,-114,-200,-188,-98,-70
602,-23,-181,14,-118,-217,-179,-84,-71
603,-37,-208,-9,-120,-202,-166,-69,-87
604,-33,-203,-15,-105,-194,-182,-70,-76
605,-36,-193,3,-110,-162,-174,-60,-66
606,-40,-163,14,-102,-140,-186,-63,-65
