,I,II,v1,v2,v3,v4,v5,v6
116,-19,-114,62,28,46,60,149,159
117,-32,-103,42,13,32,56,154,147
118,-29,-97,40,0,27,52,146,154
119,-48,-98,41,-1,26,48,152,150
120,-39,-79,37,-3,24,42,144,149
121,-37,-88,41,12,20,47,144,145
122,-37,-91,42,10,12,54,142,146
123,-33,-92,42,16,18,67,140,142
124,-26,-92,49,40,25,70,141,148
125,-6,-95,60,51,26,66,144,151
126,-16,-95,73,54,32,62,156,146
127,-27,-114,77,62,29,68,153,137
128,-27,-120,86,61,23,77,144,132
129,-23,-135,94,59,26,64,131,132
130,-33,-146,82,53,27,57,129,119
131,-27,-151,85,50,26,43,130,109
132,-36,-162,76,45,25,41,124,101
133,-32,-165,80,36,19,31,114,100
134,-27,-178,72,22,11,27,109,103
135,-47,-184,71,18,7,26,107,90
136,-47,-183,70,16,-1,20,101,102
137,-57,-189,71,5,3,21,91,92
138,-59,-190,81,7,-1,6,83,87
139,-65,-197,80,2,-19,-9,70,77
140,-74,-208,81,-5,-25,-17,61,62
141,-77,-214,75,-7,-29,-25,58,50
142,-79,-218,60,-17,-39,-18,42,40
143,-87,-223,60,-9,-41,-11,43,46
144,-85,-227,64,-16,-48,-25,36,43
145,-79,-225,67,-17,-48,-28,30,45
146,-80,-231,63,-16,-59,-29,37,43
147,-78,-228,63,-16,-61,-35,35,36
148,-68,-238,66,-16,-59,-26,36,30
149,-63,-247,59,-16,-55,-25,31,29
150,-60,-242,69,-21,-50,-31,26,35
151,-67,-243,68,-26,-57,-40,22,40
152,-77,-249,70,-31,-62,-44,13,27
153,-78,-254,63,-40,-69,-52,13,14
154,-81,-266,60,-46,-64,-57,13,12
155,-87,-267,62,-45,-62,-63,19,13
156,-87,-260,62,-39,-73,-62,19,15
157,-80,-256,63,-27,-51,-53,40,28
158,-82,-254,62,-26,-62,-49,34,30
159,-76,-236,65,-29,-51,-41,26,44
160,-80,-237,88,-30,-43,-42,30,53
161,-70,-234,69,-26,-62,-38,26,44
162,-79,-243,69,-18,-60,-41,21,38
163,-78,-253,69,-17,-47,-34,34,33
164,-88,-253,81,1,-37,-44,48,46
165,-99,-289,72,8,-14,-45,34,45
166,-102,-272,106,38,-11,-56,36,29
167,-99,-257,125,68,-13,-56,14,16
168,-102,-266,159,104,-1,-76,-13,-6
169,-112,-273,178,137,-20,-89,-35,-16
170,-116,-314,241,201,12,-121,-67,-51
171,-111,-302,308,331,62,-101,-88,-68
172,-68,-231,338,325,58,-109,-73,-74
173,-90,-226,402,408,129,-76,-95,-25
174,-110,-226,418,483,245,-8,-56,-36
175,-51,-169,462,539,372,22,-57,-18
176,-56,-75,455,616,474,132,59,25
177,-29,-42,468,656,606,272,98,80
178,43,27,431,649,782,379,204,126
179,145,54,350,583,902,473,288,169
180,204,148,176,502,934,620,406,274
181,338,279,41,366,1031,817,575,382
182,501,422,-159,202,1125,1043,798,574
183,680,494,-320,16,1216,1242,1010,767
184,694,563,-550,-84,1244,1462,1176,882
185,740,661,-726,-199,1281,1553,1375,1003
186,799,704,-843,-268,1288,1652,1474,1062
187,834,685,-898,-327,1309,1693,1495,1133
188,829,582,-941,-388,1282,1673,1473,1166
189,689,443,-1020,-469,1106,1500,1393,1070
190,559,266,-1044,-588,864,1236,1190,945
191,444,166,-1065,-777,516,975,950,794
192,368,95,-1061,-898,260,675,696,691
193,196,2,-1069,-1055,-96,449,563,530
194,116,-100,-1094,-1176,-414,147,343,417
195,6,-200,-1023,-1149,-652,-73,181,303
196,-9,-258,-937,-1127,-719,-276,8,166
197,-95,-303,-865,-1035,-764,-410,-87,61
198,-103,-302,-760,-896,-732,-423,-167,30
199,-86,-279,-680,-790,-686,-396,-171,3
200,-99,-271,-543,-658,-581,-311,-154,7
201,-138,-249,-493,-566,-547,-329,-140,7
202,-142,-267,-366,-513,-469,-281,-138,-34
203,-100,-266,-305,-382,-372,-254,-126,-44
204,-119,-306,-233,-324,-319,-228,-118,-37
205,-133,-324,-164,-259,-293,-203,-108,-36
206,-175,-324,-109,-252,-279,-213,-113,-68
207,-164,-330,-60,-223,-200,-189,-92,-45
208,-166,-303,-11,-187,-196,-139,-45,-11
209,-136,-315,7,-153,-144,-119,-17,-11
210,-152,-324,21,-120,-174,-97,17,4
211,-133,-312,46,-101,-137,-94,21,15
212,-138,-306,49,-80,-125,-88,24,-4
213,-138,-298,62,-71,-97,-81,14,-4
214,-132,-292,64,-50,-83,-89,9,-1
215,-137,-265,75,-50,-69,-87,-1,-9
216,-128,-276,73,-53,-62,-81,2,-7
217,-126,-264,71,-52,-56,-68,-15,-19
218,-113,-261,70,-34,-52,-79,2,2
219,-121,-247,59,-40,-66,-73,-5,5
220,-110,-242,52,-39,-61,-70,-10,12
221,-117,-236,68,-30,-62,-69,-15,-8
222,-112,-256,71,-21,-67,-80,-13,-6
223,-131,-262,75,-17,-68,-78,-24,-8
224,-119,-250,79,-8,-58,-74,-19,-16
225,-115,-249,87,2,-49,-70,-15,-10
226,-123,-248,81,10,-41,-63,-13,-11
227,-135,-232,86,20,-40,-73,-7,-21
228,-128,-242,87,6,-59,-69,-20,-13
229,-130,-255,81,8,-62,-67,-28,-16
230,-134,-253,69,17,-71,-69,-31,-22
231,-137,-262,80,29,-66,-67,-26,-27
232,-133,-265,89,38,-70,-75,-30,-33
233,-128,-267,93,40,-68,-82,-33,-29
234,-114,-274,82,45,-59,-83,-36,-27
235,-113,-271,83,58,-64,-91,-41,-29
236,-121,-271,80,54,-61,-89,-40,-33
237,-120,-267,79,55,-60,-86,-39,-37
238,-110,-268,85,67,-62,-81,-35,-24
239,-106,-275,79,73,-60,-75,-26,-14
240,-105,-282,73,74,-45,-65,-24,-17
241,-108,-286,84,75,-40,-69,-20,-25
242,-108,-297,85,73,-58,-72,-22,-28
243,-113,-299,84,79,-65,-80,-24,-30
244,-108,-295,75,75,-64,-82,-34,-40
245,-103,-284,89,84,-59,-81,-34,-26
246,-106,-281,91,89,-41,-74,-28,-21
247,-114,-280,95,91,-39,-68,-27,-29
248,-111,-287,103,101,-49,-65,-27,-20
249,-109,-294,97,99,-50,-68,-25,-23
250,-105,-295,96,99,-47,-64,-25,-21
251,-105,-300,95,102,-47,-67,-18,-22
252,-104,-305,100,101,-57,-67,-20,-25
253,-102,-306,100,110,-63,-62,-17,-24
254,-93,-311,89,111,-57,-67,-21,-32
255,-89,-303,98,118,-48,-68,-23,-26
256,-94,-304,96,122,-35,-60,-21,-23
257,-98,-309,96,125,-30,-55,-22,-30
258,-93,-301,104,129,-43,-53,-26,-25
259,-94,-297,105,136,-40,-52,-24,-24
260,-94,-303,105,142,-29,-48,-20,-28
261,-89,-307,108,140,-26,-45,-12,-24
262,-87,-307,118,143,-33,-43,-4,-22
263,-84,-307,111,146,-43,-42,-4,-21
264,-80,-315,101,141,-41,-47,-9,-22
265,-76,-316,106,143,-29,-54,-7,-25
266,-78,-314,106,142,-27,-48,-8,-21
267,-83,-313,112,147,-22,-33,-11,-19
268,-77,-306,124,161,-21,-35,-10,-18
269,-76,-298,119,169,-17,-40,-3,-17
270,-78,-301,115,174,-1,-28,-1,-23
271,-70,-296,114,183,8,-24,6,-16
272,-69,-294,114,176,-2,-16,12,-15
273,-70,-299,110,179,-1,-5,4,-12
274,-69,-301,108,189,3,-17,6,-11
275,-66,-293,115,185,15,-13,12,-12
276,-65,-291,125,192,23,0,21,-5
277,-65,-287,123,200,26,11,23,-1
278,-57,-284,131,199,23,9,21,-1
279,-62,-290,123,204,25,-1,24,-4
280,-72,-286,113,206,36,7,21,-5
281,-60,-272,113,212,48,14,30,2
282,-51,-264,117,216,45,26,41,2
283,-45,-253,120,227,51,36,41,9
284,-43,-267,119,241,58,37,40,14
285,-42,-273,113,244,65,34,48,10
286,-37,-273,123,247,64,39,52,11
287,-33,-267,123,255,69,58,46,18
288,-31,-258,122,259,79,52,50,20
289,-33,-250,122,267,88,53,56,23
290,-39,-248,124,273,100,69,64,27
291,-33,-250,126,284,111,78,75,33
292,-27,-248,140,295,116,93,88,34
293,-17,-235,137,313,138,107,93,35
294,-22,-243,144,324,140,113,86,38
295,-21,-241,144,325,145,103,95,42
296,-13,-236,157,339,147,108,100,50
297,-7,-228,154,354,159,129,96,55
298,-9,-212,141,362,179,133,113,41
299,-8,-201,143,379,206,142,114,50
300,-2,-190,155,389,218,153,120,60
301,6,-176,149,407,225,167,130,64
302,8,-182,159,419,237,181,132,70
303,15,-172,160,435,263,193,133,67
304,7,-172,165,449,261,196,141,77
305,20,-166,150,456,280,194,147,83
306,28,-158,159,472,299,200,157,79
307,37,-141,168,499,309,220,163,93
308,30,-133,171,520,335,220,175,91
309,27,-110,181,537,373,240,178,102
310,29,-107,196,545,379,266,193,103
311,41,-99,202,580,397,292,197,114
312,31,-91,215,594,417,307,211,112
313,37,-87,214,604,441,316,206,118
314,36,-82,212,605,453,321,206,115
315,49,-68,216,607,467,314,207,114
316,55,-53,214,616,472,300,218,115
317,65,-46,206,640,479,298,211,125
318,72,-32,191,652,511,305,215,115
319,91,-17,195,657,532,316,214,131
320,93,-4,179,656,543,314,223,130
321,109,16,172,663,558,318,223,152
322,121,34,145,659,579,322,235,156
323,139,53,147,656,590,328,237,172
324,135,53,133,642,591,334,239,178
325,145,48,127,654,583,337,242,185
326,161,44,112,644,581,324,249,169
327,184,40,111,646,583,326,247,190
328,194,28,87,635,616,333,253,195
329,210,26,78,626,609,348,269,209
330,212,30,60,611,606,345,274,224
331,226,26,56,582,598,341,273,235
332,224,38,11,555,609,346,289,230
333,224,36,11,535,612,356,305,238
334,232,52,7,525,618,360,311,240
335,220,42,11,506,608,366,315,250
336,217,48,6,496,599,361,307,240
337,212,47,8,463,583,346,313,238
338,197,36,-3,439,577,347,304,235
339,187,24,-10,402,541,334,288,228
340,181,33,-5,378,506,300,278,234
341,165,7,-14,344,469,282,270,220
342,160,-2,-25,343,457,259,245,215
343,148,-17,-7,319,440,266,255,200
344,132,-29,3,301,425,253,251,203
345,112,-51,-24,277,393,252,242,197
346,104,-51,-28,259,375,245,232,195
347,105,-52,-27,226,364,235,241,193
348,82,-51,-40,198,352,223,229,186
349,66,-63,-29,172,334,219,213,173
350,64,-58,-1,166,306,190,212,179
351,50,-65,3,135,282,173,191,167
352,42,-75,31,132,273,170,181,161
353,31,-99,23,115,246,156,183,140
354,16,-102,41,103,226,144,168,141
355,-7,-108,27,84,200,126,155,128
356,-8,-96,27,74,181,114,142,125
357,-13,-95,36,70,172,103,142,120
358,-13,-94,22,68,162,101,140,107
359,-14,-98,34,63,157,93,119,97
360,-17,-108,46,63,149,80,115,90
361,-33,-100,33,52,142,67,104,82
362,-27,-99,54,61,140,60,93,96
363,-40,-102,52,55,132,55,84,82
364,-56,-107,59,38,129,52,78,78
365,-76,-134,48,35,107,53,69,61
366,-81,-137,52,42,88,39,66,55
367,-81,-135,61,41,90,30,71,67
368,-80,-147,66,54,90,20,69,65
369,-78,-155,63,64,97,15,79,54
370,-89,-170,76,87,100,18,73,63
371,-83,-154,79,103,115,32,68,58
372,-76,-152,90,115,128,36,67,57
373,-72,-168,78,108,123,34,59,57
374,-68,-150,77,88,120,23,55,53
375,-54,-143,68,63,102,28,56,55
376,-46,-142,69,18,88,30,63,51
377,-31,-126,42,-39,46,39,79,60
378,-36,-117,24,-93,22,55,90,81
379,-11,-97,3,-132,5,83,119,106
380,-4,-88,-7,-173,6,119,156,129
381,6,-74,-17,-174,27,146,185,152
382,20,-57,-16,-193,40,178,209,177
383,44,-40,-20,-195,46,200,226,193
384,30,-37,-17,-236,42,218,239,191
385,30,-26,-26,-256,9,216,255,212
386,24,-24,-25,-270,-2,216,250,214
387,31,-28,-23,-262,-4,221,256,228
388,48,-22,-39,-258,4,244,286,238
389,60,-7,-32,-202,47,266,321,265
390,71,3,-20,-161,91,306,348,286
391,106,25,-13,-125,132,321,369,320
392,108,30,-16,-115,136,322,402,334
393,118,46,-8,-118,106,294,409,353
394,133,55,-12,-147,63,259,402,364
395,116,48,-30,-172,2,204,378,362
396,121,50,-55,-198,-56,176,360,370
397,132,66,-63,-219,-79,137,369,377
398,132,75,-72,-224,-90,116,375,390
399,143,93,-69,-237,-112,98,368,405
400,132,81,-75,-244,-146,68,366,391
401,110,72,-77,-259,-179,28,345,385
402,103,56,-84,-274,-203,-7,300,367
403,87,45,-81,-262,-204,-39,260,334
404,96,44,-94,-269,-219,-53,242,333
405,97,47,-92,-272,-216,-65,241,333
406,87,40,-99,-259,-225,-67,241,338
407,73,43,-97,-262,-238,-76,242,339
408,60,35,-89,-240,-239,-77,230,330
409,40,30,-82,-219,-231,-90,219,309
410,43,20,-78,-189,-217,-101,198,292
411,32,6,-53,-133,-198,-122,173,283
412,26,0,-48,-91,-195,-143,166,279
413,8,-14,-21,-69,-188,-157,142,265
414,8,-16,-3,-37,-188,-178,127,246
415,0,-21,-2,-43,-193,-190,111,223
416,4,-38,-8,-20,-200,-193,90,216
417,0,-46,-9,-31,-219,-215,80,203
418,3,-38,-21,-44,-229,-223,74,192
419,5,-43,-26,-46,-224,-214,74,187
420,6,-56,-34,-38,-217,-211,84,188
421,-2,-58,-32,-48,-212,-220,73,184
422,-3,-61,-37,-46,-217,-240,56,167
423,-17,-73,-27,-57,-229,-239,34,147
424,-17,-79,-20,-52,-229,-241,14,137
425,-39,-91,-23,-57,-223,-238,13,118
426,-37,-90,-20,-43,-211,-219,13,124
427,-27,-85,-16,-38,-187,-209,11,118
428,-26,-84,-10,-26,-166,-203,14,109
429,-41,-92,-4,-24,-159,-183,18,102
430,-45,-100,6,-15,-140,-172,9,81
431,-56,-111,14,-9,-139,-164,-4,74
432,-61,-110,16,-1,-119,-150,0,70
433,-70,-111,29,12,-92,-124,8,64
434,-64,-101,34,35,-61,-99,21,75
435,-60,-98,47,54,-25,-74,38,75
436,-56,-95,64,86,3,-44,55,82
437,-62,-103,77,94,15,-20,63,86
438,-62,-92,85,104,39,-3,67,83
439,-59,-82,83,109,48,5,76,90
440,-54,-65,74,112,64,28,91,96
441,-56,-65,78,116,64,36,116,115
442,-48,-68,75,124,80,41,128,123
443,-39,-67,86,124,87,48,131,121
444,-36,-69,91,131,89,48,138,124
445,-48,-76,82,119,79,43,141,128
446,-41,-78,83,118,81,44,133,131
447,-40,-85,77,118,78,44,139,129
448,-49,-80,60,108,82,39,134,119
449,-62,-72,73,100,75,41,130,126
450,-50,-61,75,99,78,44,138,127
451,-45,-57,82,98,67,47,142,133
452,-47,-56,76,102,72,52,146,134
453,-56,-57,74,100,73,43,151,137
454,-46,-51,88,96,75,39,150,140
455,-42,-51,92,92,76,37,148,140
456,-40,-46,85,105,83,38,147,140
457,-40,-52,85,100,72,40,152,136
458,-46,-48,75,91,73,53,152,129
459,-32,-41,80,82,70,51,156,146
460,-23,-38,63,77,75,52,169,147
461,-30,-34,72,87,79,53,174,154
462,-28,-32,75,84,84,48,170,153
463,-32,-34,78,69,76,43,170,153
464,-41,-42,84,71,78,46,173,158
465,-39,-50,79,63,81,41,176,156
466,-28,-38,80,59,79,43,178,149
467,-26,-45,86,58,67,42,173,156
468,-27,-55,78,56,59,36,164,160
469,-34,-60,72,46,41,31,168,152
470,-31,-61,64,43,43,33,165,146
471,-31,-51,75,41,45,34,161,150
472,-33,-37,55,29,54,30,165,139
473,-41,-42,60,32,51,21,164,144
474,-38,-29,64,34,49,20,165,143
475,-40,-25,72,27,51,27,165,142
476,-31,-27,80,31,48,33,165,143
477,-21,-21,81,29,42,25,159,140
478,-16,-29,82,33,47,23,161,144
479,-10,-44,75,22,32,9,165,146
480,-19,-44,71,19,25,13,164,142
481,-26,-47,71,19,23,11,165,146
482,-17,-46,61,11,26,6,166,134
483,-21,-43,79,10,26,0,162,137
484,-30,-42,69,0,25,1,162,133
485,-35,-43,63,0,20,5,161,134
486,-28,-43,65,1,11,5,157,130
487,-30,-46,64,-12,11,-1,154,125
488,-33,-43,49,-20,21,-9,150,138
489,-36,-41,53,-19,24,-9,155,137
490,-27,-27,60,-9,17,-5,160,138
491,-29,-30,64,-19,9,-5,157,141
492,-29,-38,71,-16,12,0,161,136
493,-20,-32,67,-12,4,-13,166,139
494,-22,-32,64,-21,0,-10,165,132
495,-29,-35,56,-20,-6,-8,158,133
496,-28,-38,40,-29,-1,-12,148,129
497,-32,-51,50,-34,1,-13,141,118
498,-32,-41,41,-27,-2,-23,143,116
499,-34,-38,47,-27,0,-26,143,120
500,-33,-35,49,-25,-4,-15,148,117
501,-26,-26,50,-27,-14,-21,155,124
502,-19,-31,50,-31,-11,-19,152,126
503,-19,-32,52,-32,-19,-23,149,127
504,-20,-38,59,-40,-24,-32,148,126
505,-25,-43,57,-50,-36,-41,142,122
506,-21,-46,46,-48,-36,-41,134,118
507,-22,-52,51,-48,-30,-48,137,118
508,-23,-53,50,-55,-24,-47,134,109
509,-29,-56,50,-53,-35,-52,127,109
510,-28,-56,50,-57,-45,-51,126,107
511,-23,-57,53,-59,-51,-56,124,105
512,-23,-62,39,-63,-53,-56,123,99
513,-38,-67,40,-69,-55,-56,120,90
514,-31,-59,39,-66,-61,-65,120,93
515,-28,-58,40,-64,-57,-67,123,96
516,-21,-49,40,-63,-55,-65,123,93
517,-17,-42,53,-57,-57,-64,128,101
518,-19,-46,59,-56,-57,-55,133,102
519,-14,-56,57,-66,-61,-66,122,101
520,-21,-59,50,-60,-62,-67,120,98
521,-27,-52,50,-60,-63,-76,123,95
522,-21,-49,54,-61,-57,-79,118,93
523,-23,-54,56,-62,-63,-76,121,93
524,-27,-65,48,-74,-65,-80,114,89
525,-25,-71,46,-83,-74,-76,113,96
526,-25,-72,38,-85,-82,-75,121,100
527,-23,-75,36,-84,-76,-78,125,100
528,-17,-75,32,-84,-72,-80,124,100
529,-15,-75,29,-76,-75,-76,130,99
530,-13,-72,35,-81,-76,-73,119,97
531,-16,-70,48,-85,-80,-70,116,106
532,-12,-65,48,-79,-80,-70,123,104
533,-9,-72,44,-82,-79,-77,118,99
534,-7,-69,42,-84,-72,-71,122,93
535,-1,-67,36,-82,-72,-76,121,93
536,-4,-66,32,-85,-68,-77,111,85
537,-2,-61,32,-94,-75,-79,115,87
538,-1,-56,22,-95,-77,-79,119,89
539,-6,-59,31,-98,-76,-74,119,92
540,-2,-66,36,-101,-85,-79,124,94
541,5,-75,20,-103,-83,-92,120,89
542,2,-80,24,-103,-88,-92,114,86
543,6,-65,32,-99,-88,-94,125,90
544,0,-69,38,-95,-80,-92,113,89
545,-10,-84,37,-94,-83,-91,105,93
546,-8,-82,42,-103,-90,-93,113,81
547,-5,-67,40,-94,-86,-93,108,85
548,7,-69,37,-92,-88,-87,97,79
549,12,-71,19,-93,-98,-86,107,77
550,10,-72,10,-104,-91,-92,101,91
551,19,-73,21,-109,-87,-89,87,90
552,12,-70,23,-115,-106,-89,102,75
553,6,-71,24,-102,-92,-80,105,71
554,20,-77,31,-73,-73,-74,101,71
555,22,-56,25,-66,-75,-69,124,81
556,10,-44,33,-70,-61,-50,131,81
557,21,-43,38,-65,-41,-43,135,95
558,27,-45,43,-81,-61,-44,148,93
559,34,-50,56,-85,-66,-57,126,81
560,11,-60,67,-81,-74,-67,127,82
561,13,-49,52,-84,-70,-65,147,80
562,20,-39,71,-57,-67,-51,130,86
563,35,-32,89,-50,-42,-45,128,98
564,36,-22,80,-76,-42,-51,135,85
565,48,-47,67,-60,-71,-74,111,79
566,36,-56,54,-45,-89,-85,108,76
567,48,-28,52,-74,-93,-86,105,73
568,49,-20,53,-53,-89,-90,127,88
569,62,-15,54,-44,-62,-73,145,108
570,80,-1,61,-42,-53,-64,160,104
571,62,-12,67,-18,-49,-45,155,102
572,51,-27,73,-21,-54,-31,141,102
573,59,-18,63,-43,-65,-47,127,97
574,58,-13,60,-42,-73,-55,125,94
575,64,1,60,-47,-71,-64,121,104
576,55,14,45,-54,-46,-70,123,100
577,31,11,36,-64,-65,-72,126,96
578,30,15,37,-68,-86,-74,118,103
579,21,25,26,-87,-88,-57,117,96
580,39,32,7,-94,-94,-59,123,102
581,52,33,-8,-87,-91,-61,133,115
582,51,35,-35,-101,-94,-64,131,112
583,60,42,-43,-91,-95,-48,148,119
584,75,50,-37,-94,-83,-38,147,130
585,72,64,-27,-95,-81,-19,154,142
586,71,73,-21,-90,-70,-14,167,168
587,86,63,-27,-91,-56,-26,173,161
588,90,74,-11,-88,-60,-7,192,149
589,100,76,-6,-79,-63,-2,193,153
590,106,62,8,-70,-56,-10,176,152
591,106,36,-7,-82,-70,-32,164,147
592,89,27,-21,-103,-72,-32,157,132
593,92,21,-11,-98,-70,-29,158,126
594,90,19,-26,-94,-80,-31,162,118
595,72,1,-13,-89,-79,-31,154,112
596,63,2,-10,-88,-87,-48,157,124
597,53,4,-13,-105,-87,-56,160,113
598,52,14,-3,-107,-107,-45,152,117
599,49,28,4,-108,-97,-41,138,110
600,50,24,4,-112,-90,-59,130,108
601,45,8,-17,-126,-122,-86,112,81
602,19,-5,-11,-124,-134,-89,87,74
603,16,-11,-6,-118,-139,-90,89,74
604,32,-20,-6,-116,-149,-99,90,65
605,28,-37,8,-107,-144,-104,76,55
606,4,-54,0,-113,-153,-107,76,59
607,-1,-55,-11,-116,-163,-96,79,55
608,0,-61,4,-115,-185,-96,68,56
609,8,-52,5,-128,-189,-105,56,49
610,10,-57,-15,-145,-184,-123,55,46
611,10,-74,-21,-140,-183,-120,65,41
612,9,-76,-32,-145,-198,-110,52,32
613,8,-82,-27,-148,-205,-110,42,36
614,24,-88,-5,-145,-199,-119,38,38
615,34,-87,4,-146,-206,-145,31,36
616,23,-94,5,-152,-219,-145,32,30
617,18,-98,-5,-145,-232,-153,26,18
618,21,-116,-1,-148,-235,-149,21,0
619,13,-133,-1,-166,-229,-146,14,-11
620,13,-116,3,-159,-220,-165,10,6
621,9,-123,0,-166,-213,-166,4,9
622,-8,-117,-3,-176,-237,-165,-5,-6
623,-7,-115,-9,-183,-246,-172,-3,-16
624,-15,-132,-10,-186,-245,-175,-5,-18
625,-24,-135,-8,-191,-243,-179,-2,-13
626,-32,-122,6,-188,-250,-190,6,-12
627,-25,-111,-10,-187,-234,-189,19,-7
628,-37,-120,-11,-187,-251,-181,-4,-13
629,-31,-102,-10,-188,-239,-178,-7,2
630,-22,-98,7,-198,-237,-180,-11,5
631,-24,-105,-11,-192,-267,-170,-38,1
632,-35,-125,-14,-188,-264,-174,-40,-12
633,-30,-130,-22,-193,-264,-181,-32,-25
634,-33,-135,-12,-171,-254,-198,-11,-20
635,-47,-155,-38,-164,-233,-200,-14,-14
636,-38,-123,-12,-147,-225,-214,-22,-33
637,-53,-108,17,-110,-237,-195,-45,-41
638,-34,-118,30,-85,-233,-216,-84,-53
639,-38,-122,79,-40,-244,-228,-111,-77
640,-50,-137,163,28,-224,-250,-107,-89
