,I,II,v1,v2,v3,v4,v5,v6
110,-62,-76,71,28,-35,-73,-56,-31
111,-62,-76,75,27,-30,-70,-50,-25
112,-59,-69,73,30,-26,-62,-49,-31
113,-63,-77,70,31,-28,-56,-56,-32
114,-66,-75,62,29,-28,-57,-53,-32
115,-61,-66,66,29,-24,-70,-54,-27
116,-55,-64,64,31,-21,-69,-51,-29
117,-62,-58,70,36,-25,-60,-47,-33
118,-69,-61,74,39,-23,-67,-52,-25
119,-75,-66,69,31,-25,-76,-60,-27
120,-71,-63,69,27,-29,-73,-64,-30
121,-67,-64,79,33,-26,-70,-65,-32
122,-62,-60,78,42,-20,-63,-55,-32
123,-61,-65,78,46,-24,-58,-54,-30
124,-68,-74,83,49,-19,-58,-57,-31
125,-62,-68,83,45,-19,-67,-54,-26
126,-57,-64,87,52,-17,-63,-47,-28
127,-60,-65,94,62,-13,-59,-48,-25
128,-55,-64,86,56,-13,-57,-53,-31
129,-60,-77,73,48,-17,-60,-58,-39
130,-67,-82,68,51,-21,-57,-61,-37
131,-60,-71,70,52,-16,-62,-56,-30
132,-48,-61,60,54,-10,-68,-53,-40
133,-51,-55,62,62,-9,-65,-53,-33
134,-57,-61,50,57,-2,-63,-60,-35
135,-63,-56,48,53,-6,-64,-59,-36
136,-52,-51,56,54,-11,-56,-54,-31
137,-38,-34,60,57,-3,-46,-51,-21
138,-28,-34,58,59,8,-48,-42,-18
139,-25,-39,49,56,3,-51,-33,-7
140,-34,-45,60,55,3,-44,-29,0
141,-37,-51,56,53,-3,-47,-27,-2
142,-24,-44,59,56,1,-42,-23,-11
143,-21,-38,64,69,12,-33,-18,-3
144,-20,-36,50,66,22,-29,-21,-6
145,-15,-35,58,69,23,-40,-11,2
146,-11,-28,69,78,15,-33,-4,3
147,-4,-16,68,81,23,-18,-3,15
148,0,-8,56,80,38,-14,-2,18
149,2,0,51,89,51,-18,-1,15
150,5,6,57,103,62,-13,1,17
151,8,-1,59,112,55,-3,10,24
152,16,-6,71,126,51,-4,11,20
153,20,-7,74,133,60,0,6,24
154,23,-11,66,134,68,1,15,21
155,34,-3,55,142,65,-1,27,33
156,34,-6,56,132,74,10,26,37
157,37,-4,59,144,81,30,32,39
158,40,9,53,154,95,24,42,44
159,44,16,67,156,118,27,45,54
160,48,29,73,169,121,43,60,56
161,55,35,70,183,129,61,77,64
162,63,41,81,196,145,72,79,74
163,82,55,81,192,153,69,77,86
164,78,60,79,188,164,72,85,87
165,90,61,78,191,171,83,101,96
166,88,64,74,198,182,93,116,101
167,90,65,71,204,194,104,123,110
168,85,72,66,205,206,113,128,118
169,95,84,65,208,227,126,146,128
170,98,97,57,218,228,138,164,137
171,122,107,54,219,241,157,166,146
172,123,111,41,213,243,165,172,146
173,131,113,30,199,237,175,167,148
174,132,118,24,206,242,167,169,162
175,131,125,16,197,237,172,176,165
176,131,133,4,187,242,176,178,160
177,126,127,12,190,239,173,178,154
178,123,129,17,188,232,163,182,151
179,124,132,18,172,218,150,171,161
180,118,132,11,159,204,155,165,155
181,117,140,13,149,196,147,159,140
182,122,135,1,139,191,133,144,140
183,116,134,0,123,178,130,131,133
184,117,136,5,109,170,122,128,137
185,105,118,1,97,143,124,124,126
186,100,119,-4,93,126,118,124,120
187,88,109,0,80,119,101,120,114
188,89,105,1,61,105,90,116,105
189,74,93,3,57,92,73,99,96
190,63,87,9,52,70,57,85,88
191,59,75,11,38,57,33,71,61
192,51,62,12,35,43,26,48,49
193,35,49,22,24,31,19,34,35
194,31,50,22,18,12,7,32,43
195,15,45,10,21,2,0,30,34
196,16,43,9,19,-8,-3,17,32
197,2,36,14,16,-13,-2,21,25
198,-5,29,18,12,-19,-13,21,22
199,-1,20,16,8,-25,-23,5,15
200,-1,10,18,4,-30,-31,-5,7
201,-24,-4,21,-2,-35,-41,-9,-5
202,-25,-12,34,-2,-42,-44,-18,7
203,-25,-15,31,-1,-40,-53,-26,-8
204,-32,-26,41,-2,-39,-57,-33,-12
205,-41,-29,38,-9,-51,-60,-34,-17
206,-54,-30,37,-12,-51,-60,-42,-21
207,-59,-40,36,-13,-58,-70,-45,-19
208,-54,-44,29,-23,-72,-72,-46,-22
209,-71,-54,31,-21,-72,-67,-41,-37
210,-78,-67,27,-18,-75,-74,-47,-33
211,-66,-63,23,-20,-66,-71,-44,-24
212,-58,-59,32,-21,-64,-77,-39,-24
213,-64,-57,43,-23,-69,-84,-40,-25
214,-72,-63,47,-23,-63,-79,-47,-20
215,-72,-61,40,-18,-58,-79,-50,-25
216,-63,-57,41,-19,-61,-65,-55,-28
217,-62,-49,46,-14,-66,-70,-56,-24
218,-65,-55,54,-4,-52,-77,-54,-29
219,-55,-63,56,-6,-65,-80,-53,-25
220,-54,-71,47,-17,-76,-85,-53,-33
221,-69,-79,48,-22,-75,-84,-63,-36
222,-59,-86,43,-22,-74,-86,-64,-29
223,-60,-92,41,-17,-70,-86,-56,-38
224,-65,-87,34,-16,-70,-87,-61,-43
225,-58,-79,41,-19,-69,-85,-58,-31
226,-56,-78,45,-25,-67,-85,-53,-34
227,-55,-72,51,-27,-72,-96,-55,-29
228,-48,-73,47,-27,-77,-90,-56,-24
229,-53,-74,39,-19,-78,-86,-51,-33
230,-51,-76,45,-18,-75,-85,-60,-32
231,-50,-83,43,-20,-70,-87,-59,-27
232,-50,-78,43,-15,-66,-94,-55,-33
233,-46,-84,51,-11,-64,-92,-56,-30
234,-49,-85,51,-14,-59,-88,-52,-34
235,-56,-83,49,-14,-64,-87,-55,-39
236,-55,-87,48,-11,-70,-84,-62,-33
237,-45,-79,49,-13,-62,-87,-58,-32
238,-43,-70,46,-18,-62,-88,-53,-38
239,-43,-68,49,-13,-68,-83,-50,-30
240,-43,-72,49,-13,-70,-84,-54,-27
241,-43,-81,46,-14,-71,-88,-57,-28
242,-40,-86,46,-13,-71,-86,-55,-31
243,-38,-88,47,-9,-66,-85,-51,-33
244,-38,-90,53,-5,-63,-85,-49,-33
245,-35,-95,54,-4,-63,-88,-50,-31
246,-38,-98,53,-6,-62,-93,-54,-34
247,-41,-89,55,-10,-65,-93,-53,-34
248,-39,-90,56,-14,-62,-89,-53,-30
249,-39,-91,54,-11,-55,-84,-55,-31
250,-37,-84,50,-15,-54,-85,-54,-32
251,-36,-86,45,-13,-58,-87,-52,-31
252,-44,-85,46,-8,-60,-84,-51,-31
253,-48,-84,52,-5,-55,-79,-47,-30
254,-38,-79,55,-2,-54,-81,-40,-30
255,-35,-77,55,3,-51,-79,-44,-30
256,-40,-81,57,3,-49,-79,-47,-28
257,-36,-78,57,1,-45,-80,-44,-29
258,-36,-75,61,6,-42,-75,-42,-27
259,-28,-67,63,3,-39,-74,-45,-25
260,-30,-67,61,3,-33,-71,-42,-23
261,-33,-67,59,8,-36,-70,-38,-21
262,-35,-71,63,7,-40,-66,-40,-23
263,-31,-77,62,6,-47,-66,-41,-19
264,-33,-82,61,4,-52,-71,-38,-20
265,-34,-87,63,0,-48,-72,-41,-24
266,-36,-93,60,2,-50,-77,-40,-26
267,-32,-94,57,0,-52,-77,-39,-28
268,-35,-94,53,-2,-55,-75,-44,-27
269,-38,-89,55,-2,-52,-69,-40,-23
270,-32,-78,57,0,-48,-66,-35,-19
271,-26,-72,58,0,-49,-63,-38,-15
272,-31,-75,56,-1,-50,-61,-35,-15
273,-34,-76,47,-3,-55,-67,-33,-20
274,-29,-72,52,3,-54,-71,-36,-19
275,-29,-69,54,3,-50,-73,-37,-19
276,-30,-63,55,0,-47,-74,-38,-22
277,-30,-65,54,5,-46,-67,-40,-22
278,-32,-63,50,7,-50,-64,-40,-22
279,-25,-54,51,2,-48,-67,-46,-21
280,-23,-54,53,6,-42,-66,-41,-22
281,-22,-50,50,10,-46,-63,-38,-22
282,-24,-48,50,6,-51,-64,-42,-20
283,-24,-51,51,2,-51,-68,-45,-16
284,-26,-50,52,0,-55,-66,-42,-18
285,-27,-54,55,0,-57,-65,-42,-20
286,-27,-58,58,4,-59,-70,-37,-23
287,-21,-60,53,1,-60,-75,-41,-22
288,-20,-65,51,-7,-62,-74,-46,-26
289,-24,-67,47,-7,-63,-76,-41,-27
290,-27,-65,41,-7,-64,-73,-45,-22
291,-28,-62,42,-9,-60,-69,-49,-24
292,-27,-53,36,-10,-61,-71,-47,-28
293,-28,-48,36,-12,-65,-74,-48,-23
294,-27,-46,39,-13,-66,-76,-45,-26
295,-29,-45,35,-14,-64,-75,-43,-25
296,-26,-41,34,-16,-65,-74,-46,-23
297,-30,-39,34,-16,-64,-72,-50,-28
298,-35,-42,39,-9,-62,-75,-51,-25
299,-29,-42,35,-10,-64,-76,-50,-25
300,-26,-40,34,-11,-68,-74,-51,-29
301,-25,-40,38,-13,-73,-77,-52,-25
302,-27,-43,36,-17,-73,-75,-47,-23
303,-25,-39,33,-16,-71,-74,-44,-25
304,-24,-42,38,-15,-72,-76,-48,-25
305,-23,-43,35,-15,-72,-74,-50,-21
306,-27,-44,34,-18,-69,-74,-50,-26
307,-28,-48,36,-19,-72,-74,-49,-26
308,-28,-46,29,-22,-77,-71,-47,-26
309,-32,-48,30,-24,-71,-66,-47,-28
310,-28,-50,35,-22,-72,-67,-46,-23
311,-23,-46,29,-21,-77,-74,-43,-20
312,-24,-42,29,-23,-77,-76,-44,-25
313,-23,-39,35,-26,-75,-75,-42,-23
314,-24,-34,31,-30,-73,-71,-44,-22
315,-29,-36,28,-30,-78,-68,-51,-28
316,-24,-36,29,-30,-81,-70,-51,-24
317,-17,-36,27,-28,-75,-73,-45,-25
318,-16,-32,26,-20,-72,-73,-47,-27
319,-11,-31,28,-19,-69,-72,-47,-21
320,-16,-32,31,-25,-71,-70,-45,-25
321,-16,-34,30,-22,-80,-71,-50,-25
322,-14,-43,30,-22,-79,-72,-53,-27
323,-16,-43,29,-22,-76,-72,-49,-27
324,-18,-43,28,-26,-79,-73,-45,-28
325,-12,-45,29,-30,-75,-71,-45,-26
326,-14,-44,31,-30,-78,-72,-43,-24
327,-22,-45,29,-29,-80,-68,-45,-28
328,-19,-48,28,-33,-80,-64,-55,-29
329,-20,-52,28,-33,-82,-69,-59,-36
330,-23,-51,26,-37,-86,-76,-62,-43
331,-21,-50,25,-38,-87,-78,-61,-42
332,-18,-46,24,-33,-85,-80,-62,-42
333,-17,-42,26,-33,-85,-81,-61,-39
334,-16,-43,24,-39,-87,-82,-58,-38
335,-16,-41,21,-37,-84,-81,-58,-41
336,-16,-40,22,-35,-88,-77,-57,-37
337,-15,-43,21,-37,-80,-72,-59,-36
338,-15,-40,30,-33,-76,-74,-56,-35
339,-14,-43,24,-31,-82,-76,-56,-37
340,-17,-49,23,-31,-80,-77,-60,-40
341,-20,-49,30,-32,-77,-79,-59,-44
342,-22,-54,29,-38,-82,-80,-61,-44
343,-22,-57,26,-36,-83,-78,-62,-45
344,-24,-53,30,-33,-87,-80,-62,-43
345,-20,-48,30,-31,-80,-75,-57,-34
346,-21,-49,25,-30,-75,-68,-57,-35
347,-21,-49,21,-30,-78,-65,-54,-38
348,-21,-55,21,-35,-80,-68,-51,-34
349,-26,-65,23,-39,-80,-67,-57,-39
350,-25,-63,30,-36,-83,-77,-59,-36
351,-23,-61,23,-38,-81,-79,-57,-36
352,-28,-60,24,-36,-82,-73,-59,-38
353,-28,-57,31,-34,-77,-71,-56,-38
354,-26,-57,29,-35,-70,-69,-59,-39
355,-25,-56,22,-34,-76,-68,-64,-41
356,-28,-58,19,-40,-79,-68,-63,-41
357,-24,-59,21,-43,-78,-70,-59,-39
358,-23,-52,22,-34,-85,-73,-55,-31
359,-23,-51,18,-33,-79,-67,-52,-30
360,-23,-55,18,-34,-72,-67,-53,-35
361,-23,-59,22,-32,-73,-64,-57,-35
362,-22,-59,27,-33,-73,-69,-58,-34
363,-17,-59,22,-37,-74,-74,-59,-34
364,-21,-64,17,-41,-75,-66,-62,-36
365,-19,-66,18,-41,-77,-67,-62,-39
366,-23,-65,20,-42,-75,-70,-58,-34
367,-29,-61,16,-40,-76,-70,-60,-33
368,-25,-61,14,-39,-78,-72,-63,-38
369,-27,-67,17,-42,-76,-69,-62,-41
370,-26,-65,19,-44,-77,-74,-61,-39
371,-21,-65,11,-49,-74,-76,-65,-40
372,-24,-67,9,-49,-76,-71,-68,-38
373,-25,-66,8,-50,-76,-71,-66,-40
374,-32,-66,7,-48,-80,-71,-68,-41
375,-33,-59,11,-40,-80,-67,-64,-38
376,-31,-58,14,-39,-72,-65,-57,-40
377,-33,-58,11,-41,-66,-59,-55,-34
378,-35,-56,17,-39,-70,-57,-54,-32
379,-34,-56,12,-42,-73,-61,-56,-36
380,-36,-61,13,-45,-76,-66,-62,-37
381,-38,-64,16,-47,-76,-64,-65,-43
382,-40,-61,19,-46,-76,-66,-64,-41
383,-36,-61,18,-43,-74,-60,-65,-36
384,-32,-59,18,-39,-72,-53,-68,-42
385,-28,-57,23,-37,-75,-60,-66,-37
386,-30,-60,25,-43,-72,-68,-64,-37
387,-32,-53,14,-45,-75,-76,-67,-37
388,-31,-52,12,-48,-78,-74,-68,-37
389,-28,-56,11,-51,-74,-70,-67,-39
390,-31,-52,13,-44,-74,-74,-63,-37
391,-29,-56,14,-41,-67,-67,-63,-33
392,-26,-55,16,-35,-65,-64,-60,-34
393,-25,-49,16,-36,-60,-62,-59,-34
394,-26,-55,16,-38,-59,-58,-62,-33
395,-24,-46,11,-34,-66,-58,-58,-31
396,-30,-42,12,-37,-66,-58,-59,-33
397,-30,-39,8,-35,-62,-55,-54,-27
398,-30,-33,11,-33,-58,-54,-49,-24
399,-26,-34,17,-28,-54,-53,-48,-20
400,-27,-36,19,-23,-57,-53,-43,-20
401,-19,-33,19,-21,-47,-48,-47,-24
402,-18,-32,23,-10,-41,-45,-44,-20
403,-10,-21,21,-10,-38,-46,-43,-16
404,-12,-17,31,-7,-28,-35,-36,-12
405,-10,-18,30,0,-30,-27,-34,-11
406,-15,-10,26,1,-30,-26,-31,-13
407,-19,-2,31,0,-23,-23,-31,-7
408,-19,4,31,6,-21,-23,-24,-9
409,-13,9,35,5,-15,-22,-21,-4
410,-10,15,32,9,-17,-18,-15,0
411,-2,23,35,3,-15,-21,-20,0
412,-4,20,30,2,-17,-17,-22,0
413,-6,21,18,-5,-25,-15,-24,3
414,-2,22,13,-10,-27,-16,-24,7
415,-11,24,10,-13,-40,-18,-24,7
416,-9,23,2,-19,-36,-29,-28,4
417,-10,21,2,-25,-42,-26,-25,3
418,-10,18,-6,-32,-48,-27,-25,3
419,-10,14,-6,-37,-51,-27,-27,6
420,0,22,-14,-38,-57,-27,-28,12
421,0,25,-18,-37,-59,-25,-22,9
422,4,26,-28,-38,-58,-23,-29,9
423,8,30,-32,-35,-62,-11,-22,13
424,17,35,-34,-43,-55,-9,-18,14
425,19,25,-33,-44,-63,-10,-15,20
426,22,32,-35,-44,-63,-13,-8,23
427,24,27,-33,-46,-58,-13,-4,19
428,26,23,-33,-46,-57,-8,-4,21
429,25,17,-33,-47,-55,-16,-5,16
430,29,20,-27,-43,-52,-17,-7,18
431,31,11,-24,-44,-51,-23,-9,13
432,21,8,-18,-49,-49,-24,-12,5
433,18,-1,-22,-54,-55,-27,-16,2
434,14,-7,-26,-54,-61,-27,-23,4
435,2,-13,-20,-55,-59,-29,-21,-1
436,-1,-11,-20,-57,-61,-39,-22,-2
437,-10,-18,-21,-60,-61,-36,-25,-7
438,-17,-22,-19,-65,-73,-38,-30,-7
439,-18,-31,-21,-70,-74,-44,-39,-12
440,-20,-37,-25,-70,-78,-48,-44,-15
441,-26,-43,-25,-74,-85,-51,-50,-29
442,-35,-50,-23,-78,-86,-59,-55,-28
443,-40,-56,-30,-82,-91,-58,-62,-35
444,-37,-60,-35,-84,-96,-58,-68,-36
445,-41,-64,-28,-82,-99,-61,-65,-42
446,-46,-66,-25,-83,-95,-67,-62,-40
447,-44,-70,-27,-87,-90,-63,-64,-40
448,-46,-73,-25,-86,-95,-58,-68,-39
449,-45,-74,-22,-89,-100,-68,-73,-42
450,-49,-81,-19,-88,-102,-74,-74,-44
451,-52,-82,-25,-90,-99,-75,-69,-48
452,-50,-86,-25,-95,-101,-73,-77,-53
453,-56,-92,-26,-96,-108,-72,-85,-46
454,-59,-98,-30,-106,-109,-77,-85,-48
455,-59,-99,-29,-110,-112,-84,-84,-55
456,-57,-100,-32,-109,-116,-87,-86,-54
457,-64,-101,-35,-114,-118,-83,-93,-54
458,-64,-102,-39,-120,-121,-84,-95,-54
459,-63,-99,-41,-120,-125,-91,-93,-62
460,-52,-95,-34,-114,-119,-91,-96,-59
461,-59,-104,-26,-113,-117,-82,-97,-57
462,-70,-103,-20,-117,-121,-84,-94,-62
463,-58,-99,-34,-120,-122,-95,-97,-61
464,-55,-106,-27,-111,-115,-90,-100,-64
465,-62,-108,-10,-111,-112,-92,-89,-63
466,-77,-101,-13,-108,-117,-89,-87,-59
467,-64,-102,-17,-104,-110,-89,-96,-61
468,-66,-107,-14,-104,-122,-84,-86,-66
469,-61,-105,-17,-113,-119,-80,-79,-58
470,-71,-107,-15,-107,-114,-86,-83,-53
471,-65,-109,-27,-113,-115,-79,-83,-49
472,-69,-106,-28,-121,-114,-88,-88,-50
473,-87,-100,-19,-128,-112,-87,-84,-59
474,-86,-103,-4,-123,-113,-84,-89,-60
475,-79,-101,-23,-105,-104,-90,-86,-36
476,-56,-94,-17,-113,-106,-82,-98,-73
477,-60,-61,-1,-101,-113,-94,-105,-45
478,-52,-76,12,-102,-94,-92,-123,-62
479,-65,-80,-4,-100,-119,-100,-151,-54
480,-66,-132,53,-54,-98,-113,-164,-74
481,-90,-177,53,-10,-105,-136,-213,-131
482,-56,-170,95,-15,-107,-159,-217,-168
483,-66,-192,151,32,-111,-172,-245,-188
484,-68,-203,199,73,-136,-203,-230,-218
485,-61,-167,226,96,-99,-205,-212,-202
486,-65,-108,261,183,-54,-132,-150,-158
487,-27,-72,287,285,69,-24,-89,-96
488,28,23,281,387,212,102,15,-31
489,76,95,259,507,407,226,148,48
490,143,209,215,585,548,363,249,167
491,261,362,150,670,742,599,446,304
492,402,506,32,671,918,857,688,520
493,572,679,-103,583,1101,1146,959,722
494,627,817,-291,521,1221,1383,1193,937
495,717,977,-512,400,1316,1591,1386,1067
496,785,1087,-668,289,1412,1738,1534,1196
497,861,1143,-763,229,1484,1866,1616,1275
498,883,1136,-818,137,1519,1926,1668,1320
499,800,1069,-815,91,1450,1893,1639,1274
500,639,927,-787,-3,1335,1733,1548,1204
501,536,819,-773,-142,1119,1514,1353,1096
502,442,758,-695,-246,926,1303,1125,918
503,346,625,-616,-390,657,1019,886,733
504,218,451,-599,-469,325,687,625,574
505,109,281,-484,-515,27,349,347,383
506,24,160,-455,-551,-173,75,135,178
507,-21,90,-367,-508,-250,-68,15,92
508,-19,45,-347,-412,-207,-80,-23,21
509,-4,5,-267,-320,-192,-68,-16,19
510,-16,-26,-250,-248,-142,-32,-26,15
511,-63,-22,-192,-195,-160,-66,-37,5
512,-30,-63,-156,-172,-147,-55,-29,8
513,-24,-37,-107,-96,-86,-39,-16,-21
514,2,-69,-81,-41,-61,-47,-12,15
515,-18,-106,-56,-16,-82,-40,-18,12
516,-44,-86,-12,-49,-75,-74,-56,-27
517,-82,-100,7,-66,-49,-56,-42,-20
518,-61,-65,29,-40,-32,-38,-55,0
519,-65,-67,34,-45,-13,-46,-51,-17
520,-83,-56,14,-67,-56,-31,-46,-26
521,-75,-61,17,-46,-75,-64,-38,-19
522,-67,-49,40,-17,-95,-61,-58,-45
523,-67,-67,29,-22,-85,-68,-67,-40
524,-56,-69,29,-15,-80,-76,-69,-52
525,-59,-61,17,-28,-77,-86,-75,-67
526,-59,-78,31,-26,-74,-96,-73,-50
527,-56,-74,23,-28,-73,-86,-81,-55
528,-60,-71,29,-28,-74,-85,-79,-59
529,-62,-73,18,-24,-89,-84,-78,-60
530,-54,-76,26,-18,-84,-81,-79,-56
531,-49,-78,34,-21,-70,-87,-68,-46
532,-48,-86,33,-18,-65,-87,-67,-45
533,-51,-80,37,-12,-68,-83,-71,-47
534,-56,-79,49,-13,-68,-89,-69,-48
535,-55,-76,47,-20,-66,-95,-66,-38
536,-52,-76,46,-25,-64,-86,-69,-40
537,-53,-82,45,-19,-65,-83,-68,-44
538,-56,-85,39,-22,-68,-88,-68,-42
539,-64,-86,36,-27,-65,-84,-70,-43
540,-56,-84,28,-19,-67,-84,-79,-42
541,-56,-84,34,-14,-71,-86,-77,-41
542,-54,-82,41,-20,-68,-87,-64,-40
543,-49,-81,44,-19,-70,-87,-65,-41
544,-51,-82,40,-16,-73,-85,-70,-44
545,-54,-83,38,-22,-66,-80,-72,-41
546,-50,-76,47,-15,-58,-82,-64,-32
547,-57,-75,44,-10,-60,-85,-59,-42
548,-55,-76,49,-6,-57,-77,-68,-41
549,-52,-87,48,0,-56,-75,-69,-41
550,-57,-92,41,-3,-60,-76,-68,-52
551,-55,-91,41,-8,-62,-87,-68,-43
552,-55,-92,44,-3,-61,-92,-65,-42
553,-59,-80,50,-1,-61,-92,-62,-44
554,-62,-83,49,-6,-61,-92,-64,-39
555,-62,-80,46,-2,-56,-87,-68,-44
556,-61,-79,47,-1,-56,-81,-69,-45
557,-65,-90,51,4,-52,-73,-73,-45
558,-62,-82,57,19,-50,-80,-70,-44
559,-60,-80,57,17,-56,-81,-68,-39
560,-61,-88,58,12,-48,-77,-70,-35
561,-56,-77,64,11,-49,-81,-63,-38
562,-57,-80,70,10,-52,-78,-55,-37
563,-55,-85,60,18,-53,-79,-50,-29
564,-52,-82,54,20,-56,-78,-53,-35
565,-49,-77,68,23,-42,-75,-51,-30
566,-48,-80,69,28,-32,-74,-52,-29
567,-49,-79,63,30,-34,-70,-59,-30
568,-48,-82,65,25,-36,-65,-59,-30
569,-47,-77,64,27,-39,-70,-61,-33
570,-49,-74,63,31,-35,-74,-56,-36
571,-52,-76,70,32,-32,-72,-47,-29
572,-52,-71,73,31,-32,-76,-45,-28
573,-58,-63,80,33,-29,-69,-50,-26
574,-51,-59,81,36,-28,-63,-47,-20
575,-43,-51,80,37,-24,-71,-44,-21
576,-42,-49,81,41,-22,-59,-42,-21
577,-36,-54,76,43,-25,-54,-42,-20
578,-37,-53,79,42,-19,-59,-39,-19
579,-43,-47,82,46,-21,-65,-38,-20
580,-43,-48,78,54,-21,-70,-43,-20
581,-47,-48,84,53,-12,-65,-41,-20
582,-42,-43,84,53,-12,-56,-33,-21
583,-39,-47,85,63,-11,-56,-39,-20
584,-46,-49,83,67,-13,-55,-39,-23
585,-42,-44,84,66,-10,-56,-34,-17
